Domain,QID,Tone,Average Accuracy (%),Runs Counted
humanities,180,Very Friendly,100.0,3
humanities,180,Friendly,100.0,3
humanities,180,Neutral,100.0,3
humanities,180,Rude,100.0,3
humanities,180,Very Rude,100.0,3
humanities,200,Very Friendly,100.0,3
humanities,200,Friendly,100.0,3
humanities,200,Neutral,100.0,3
humanities,200,Rude,100.0,3
humanities,200,Very Rude,100.0,3
humanities,228,Very Friendly,100.0,3
humanities,228,Friendly,100.0,3
humanities,228,Neutral,100.0,3
humanities,228,Rude,100.0,3
humanities,228,Very Rude,100.0,3
humanities,231,Very Friendly,0.0,3
humanities,231,Friendly,0.0,3
humanities,231,Neutral,0.0,3
humanities,231,Rude,0.0,3
humanities,231,Very Rude,0.0,3
humanities,234,Very Friendly,100.0,3
humanities,234,Friendly,100.0,3
humanities,234,Neutral,100.0,3
humanities,234,Rude,100.0,3
humanities,234,Very Rude,100.0,3
humanities,239,Very Friendly,100.0,3
humanities,239,Friendly,100.0,3
humanities,239,Neutral,100.0,3
humanities,239,Rude,100.0,3
humanities,239,Very Rude,100.0,3
humanities,241,Very Friendly,100.0,3
humanities,241,Friendly,100.0,3
humanities,241,Neutral,100.0,3
humanities,241,Rude,100.0,3
humanities,241,Very Rude,100.0,3
humanities,249,Very Friendly,100.0,3
humanities,249,Friendly,100.0,3
humanities,249,Neutral,100.0,3
humanities,249,Rude,100.0,3
humanities,249,Very Rude,100.0,3
humanities,253,Very Friendly,100.0,3
humanities,253,Friendly,100.0,3
humanities,253,Neutral,100.0,3
humanities,253,Rude,100.0,3
humanities,253,Very Rude,100.0,3
humanities,275,Very Friendly,100.0,3
humanities,275,Friendly,100.0,3
humanities,275,Neutral,100.0,3
humanities,275,Rude,100.0,3
humanities,275,Very Rude,100.0,3
humanities,288,Very Friendly,100.0,3
humanities,288,Friendly,100.0,3
humanities,288,Neutral,100.0,3
humanities,288,Rude,100.0,3
humanities,288,Very Rude,100.0,3
humanities,291,Very Friendly,0.0,3
humanities,291,Friendly,0.0,3
humanities,291,Neutral,0.0,3
humanities,291,Rude,0.0,3
humanities,291,Very Rude,0.0,3
humanities,292,Very Friendly,100.0,3
humanities,292,Friendly,100.0,3
humanities,292,Neutral,100.0,3
humanities,292,Rude,100.0,3
humanities,292,Very Rude,100.0,3
humanities,297,Very Friendly,100.0,3
humanities,297,Friendly,100.0,3
humanities,297,Neutral,100.0,3
humanities,297,Rude,100.0,3
humanities,297,Very Rude,100.0,3
humanities,298,Very Friendly,0.0,3
humanities,298,Friendly,0.0,3
humanities,298,Neutral,0.0,3
humanities,298,Rude,0.0,3
humanities,298,Very Rude,0.0,3
humanities,299,Very Friendly,100.0,3
humanities,299,Friendly,100.0,3
humanities,299,Neutral,100.0,3
humanities,299,Rude,100.0,3
humanities,299,Very Rude,100.0,3
humanities,316,Very Friendly,100.0,3
humanities,316,Friendly,100.0,3
humanities,316,Neutral,100.0,3
humanities,316,Rude,100.0,3
humanities,316,Very Rude,100.0,3
humanities,319,Very Friendly,0.0,3
humanities,319,Friendly,0.0,3
humanities,319,Neutral,0.0,3
humanities,319,Rude,0.0,3
humanities,319,Very Rude,0.0,3
humanities,323,Very Friendly,0.0,3
humanities,323,Friendly,0.0,3
humanities,323,Neutral,0.0,3
humanities,323,Rude,0.0,3
humanities,323,Very Rude,0.0,3
humanities,351,Very Friendly,100.0,3
humanities,351,Friendly,100.0,3
humanities,351,Neutral,100.0,3
humanities,351,Rude,100.0,3
humanities,351,Very Rude,100.0,3
humanities,355,Very Friendly,100.0,3
humanities,355,Friendly,100.0,3
humanities,355,Neutral,100.0,3
humanities,355,Rude,100.0,3
humanities,355,Very Rude,100.0,3
humanities,372,Very Friendly,0.0,3
humanities,372,Friendly,100.0,3
humanities,372,Neutral,0.0,3
humanities,372,Rude,0.0,3
humanities,372,Very Rude,0.0,3
humanities,374,Very Friendly,100.0,3
humanities,374,Friendly,100.0,3
humanities,374,Neutral,100.0,3
humanities,374,Rude,100.0,3
humanities,374,Very Rude,100.0,3
humanities,388,Very Friendly,100.0,3
humanities,388,Friendly,100.0,3
humanities,388,Neutral,100.0,3
humanities,388,Rude,100.0,3
humanities,388,Very Rude,100.0,3
humanities,394,Very Friendly,100.0,3
humanities,394,Friendly,100.0,3
humanities,394,Neutral,100.0,3
humanities,394,Rude,100.0,3
humanities,394,Very Rude,100.0,3
humanities,415,Very Friendly,0.0,3
humanities,415,Friendly,0.0,3
humanities,415,Neutral,0.0,3
humanities,415,Rude,0.0,3
humanities,415,Very Rude,0.0,3
humanities,416,Very Friendly,100.0,3
humanities,416,Friendly,100.0,3
humanities,416,Neutral,100.0,3
humanities,416,Rude,100.0,3
humanities,416,Very Rude,100.0,3
humanities,417,Very Friendly,100.0,3
humanities,417,Friendly,100.0,3
humanities,417,Neutral,100.0,3
humanities,417,Rude,100.0,3
humanities,417,Very Rude,100.0,3
humanities,430,Very Friendly,100.0,3
humanities,430,Friendly,100.0,3
humanities,430,Neutral,100.0,3
humanities,430,Rude,66.67,3
humanities,430,Very Rude,100.0,3
humanities,444,Very Friendly,100.0,3
humanities,444,Friendly,100.0,3
humanities,444,Neutral,100.0,3
humanities,444,Rude,100.0,3
humanities,444,Very Rude,100.0,3
humanities,466,Very Friendly,100.0,3
humanities,466,Friendly,100.0,3
humanities,466,Neutral,100.0,3
humanities,466,Rude,100.0,3
humanities,466,Very Rude,100.0,3
humanities,469,Very Friendly,100.0,3
humanities,469,Friendly,100.0,3
humanities,469,Neutral,100.0,3
humanities,469,Rude,100.0,3
humanities,469,Very Rude,100.0,3
humanities,472,Very Friendly,100.0,3
humanities,472,Friendly,100.0,3
humanities,472,Neutral,100.0,3
humanities,472,Rude,100.0,3
humanities,472,Very Rude,100.0,3
humanities,473,Very Friendly,100.0,3
humanities,473,Friendly,100.0,3
humanities,473,Neutral,100.0,3
humanities,473,Rude,100.0,3
humanities,473,Very Rude,100.0,3
humanities,479,Very Friendly,0.0,3
humanities,479,Friendly,0.0,3
humanities,479,Neutral,0.0,3
humanities,479,Rude,0.0,3
humanities,479,Very Rude,0.0,3
humanities,487,Very Friendly,100.0,3
humanities,487,Friendly,100.0,3
humanities,487,Neutral,100.0,3
humanities,487,Rude,100.0,3
humanities,487,Very Rude,100.0,3
humanities,498,Very Friendly,100.0,3
humanities,498,Friendly,100.0,3
humanities,498,Neutral,100.0,3
humanities,498,Rude,100.0,3
humanities,498,Very Rude,100.0,3
humanities,502,Very Friendly,100.0,3
humanities,502,Friendly,100.0,3
humanities,502,Neutral,100.0,3
humanities,502,Rude,100.0,3
humanities,502,Very Rude,100.0,3
humanities,506,Very Friendly,100.0,3
humanities,506,Friendly,100.0,3
humanities,506,Neutral,100.0,3
humanities,506,Rude,100.0,3
humanities,506,Very Rude,100.0,3
humanities,531,Very Friendly,0.0,3
humanities,531,Friendly,0.0,3
humanities,531,Neutral,0.0,3
humanities,531,Rude,0.0,3
humanities,531,Very Rude,0.0,3
humanities,534,Very Friendly,0.0,3
humanities,534,Friendly,0.0,3
humanities,534,Neutral,0.0,3
humanities,534,Rude,0.0,3
humanities,534,Very Rude,0.0,3
humanities,535,Very Friendly,100.0,3
humanities,535,Friendly,100.0,3
humanities,535,Neutral,100.0,3
humanities,535,Rude,100.0,3
humanities,535,Very Rude,100.0,3
humanities,539,Very Friendly,33.33,3
humanities,539,Friendly,33.33,3
humanities,539,Neutral,100.0,3
humanities,539,Rude,0.0,3
humanities,539,Very Rude,100.0,3
humanities,545,Very Friendly,0.0,3
humanities,545,Friendly,0.0,3
humanities,545,Neutral,0.0,3
humanities,545,Rude,0.0,3
humanities,545,Very Rude,0.0,3
humanities,556,Very Friendly,0.0,3
humanities,556,Friendly,0.0,3
humanities,556,Neutral,0.0,3
humanities,556,Rude,0.0,3
humanities,556,Very Rude,0.0,3
humanities,562,Very Friendly,100.0,3
humanities,562,Friendly,100.0,3
humanities,562,Neutral,100.0,3
humanities,562,Rude,100.0,3
humanities,562,Very Rude,100.0,3
humanities,568,Very Friendly,100.0,3
humanities,568,Friendly,100.0,3
humanities,568,Neutral,100.0,3
humanities,568,Rude,100.0,3
humanities,568,Very Rude,100.0,3
humanities,578,Very Friendly,0.0,3
humanities,578,Friendly,0.0,3
humanities,578,Neutral,0.0,3
humanities,578,Rude,0.0,3
humanities,578,Very Rude,0.0,3
humanities,585,Very Friendly,100.0,3
humanities,585,Friendly,100.0,3
humanities,585,Neutral,100.0,3
humanities,585,Rude,100.0,3
humanities,585,Very Rude,100.0,3
humanities,587,Very Friendly,0.0,3
humanities,587,Friendly,0.0,3
humanities,587,Neutral,0.0,3
humanities,587,Rude,66.67,3
humanities,587,Very Rude,66.67,3
humanities,597,Very Friendly,0.0,3
humanities,597,Friendly,0.0,3
humanities,597,Neutral,0.0,3
humanities,597,Rude,0.0,3
humanities,597,Very Rude,0.0,3
humanities,622,Very Friendly,100.0,3
humanities,622,Friendly,100.0,3
humanities,622,Neutral,100.0,3
humanities,622,Rude,100.0,3
humanities,622,Very Rude,100.0,3
humanities,627,Very Friendly,100.0,3
humanities,627,Friendly,100.0,3
humanities,627,Neutral,100.0,3
humanities,627,Rude,100.0,3
humanities,627,Very Rude,100.0,3
humanities,634,Very Friendly,100.0,3
humanities,634,Friendly,100.0,3
humanities,634,Neutral,100.0,3
humanities,634,Rude,100.0,3
humanities,634,Very Rude,100.0,3
humanities,643,Very Friendly,100.0,3
humanities,643,Friendly,100.0,3
humanities,643,Neutral,100.0,3
humanities,643,Rude,100.0,3
humanities,643,Very Rude,100.0,3
humanities,656,Very Friendly,100.0,3
humanities,656,Friendly,100.0,3
humanities,656,Neutral,100.0,3
humanities,656,Rude,100.0,3
humanities,656,Very Rude,100.0,3
humanities,669,Very Friendly,100.0,3
humanities,669,Friendly,100.0,3
humanities,669,Neutral,100.0,3
humanities,669,Rude,100.0,3
humanities,669,Very Rude,100.0,3
humanities,677,Very Friendly,100.0,3
humanities,677,Friendly,100.0,3
humanities,677,Neutral,100.0,3
humanities,677,Rude,100.0,3
humanities,677,Very Rude,100.0,3
humanities,678,Very Friendly,100.0,3
humanities,678,Friendly,100.0,3
humanities,678,Neutral,100.0,3
humanities,678,Rude,100.0,3
humanities,678,Very Rude,100.0,3
humanities,684,Very Friendly,100.0,3
humanities,684,Friendly,100.0,3
humanities,684,Neutral,100.0,3
humanities,684,Rude,100.0,3
humanities,684,Very Rude,100.0,3
humanities,706,Very Friendly,100.0,3
humanities,706,Friendly,100.0,3
humanities,706,Neutral,100.0,3
humanities,706,Rude,100.0,3
humanities,706,Very Rude,100.0,3
humanities,719,Very Friendly,100.0,3
humanities,719,Friendly,100.0,3
humanities,719,Neutral,100.0,3
humanities,719,Rude,100.0,3
humanities,719,Very Rude,100.0,3
humanities,722,Very Friendly,100.0,3
humanities,722,Friendly,100.0,3
humanities,722,Neutral,100.0,3
humanities,722,Rude,100.0,3
humanities,722,Very Rude,100.0,3
humanities,732,Very Friendly,100.0,3
humanities,732,Friendly,100.0,3
humanities,732,Neutral,100.0,3
humanities,732,Rude,100.0,3
humanities,732,Very Rude,100.0,3
humanities,735,Very Friendly,100.0,3
humanities,735,Friendly,100.0,3
humanities,735,Neutral,100.0,3
humanities,735,Rude,100.0,3
humanities,735,Very Rude,100.0,3
humanities,743,Very Friendly,100.0,3
humanities,743,Friendly,100.0,3
humanities,743,Neutral,100.0,3
humanities,743,Rude,100.0,3
humanities,743,Very Rude,100.0,3
humanities,757,Very Friendly,100.0,3
humanities,757,Friendly,100.0,3
humanities,757,Neutral,100.0,3
humanities,757,Rude,100.0,3
humanities,757,Very Rude,100.0,3
humanities,766,Very Friendly,100.0,3
humanities,766,Friendly,100.0,3
humanities,766,Neutral,100.0,3
humanities,766,Rude,100.0,3
humanities,766,Very Rude,100.0,3
humanities,777,Very Friendly,100.0,3
humanities,777,Friendly,100.0,3
humanities,777,Neutral,100.0,3
humanities,777,Rude,100.0,3
humanities,777,Very Rude,100.0,3
humanities,788,Very Friendly,100.0,3
humanities,788,Friendly,100.0,3
humanities,788,Neutral,100.0,3
humanities,788,Rude,100.0,3
humanities,788,Very Rude,100.0,3
humanities,799,Very Friendly,100.0,3
humanities,799,Friendly,100.0,3
humanities,799,Neutral,100.0,3
humanities,799,Rude,100.0,3
humanities,799,Very Rude,100.0,3
humanities,803,Very Friendly,100.0,3
humanities,803,Friendly,100.0,3
humanities,803,Neutral,100.0,3
humanities,803,Rude,100.0,3
humanities,803,Very Rude,100.0,3
humanities,804,Very Friendly,0.0,3
humanities,804,Friendly,0.0,3
humanities,804,Neutral,0.0,3
humanities,804,Rude,0.0,3
humanities,804,Very Rude,0.0,3
humanities,806,Very Friendly,100.0,3
humanities,806,Friendly,100.0,3
humanities,806,Neutral,100.0,3
humanities,806,Rude,100.0,3
humanities,806,Very Rude,100.0,3
humanities,813,Very Friendly,0.0,3
humanities,813,Friendly,0.0,3
humanities,813,Neutral,0.0,3
humanities,813,Rude,0.0,3
humanities,813,Very Rude,0.0,3
humanities,830,Very Friendly,100.0,3
humanities,830,Friendly,100.0,3
humanities,830,Neutral,100.0,3
humanities,830,Rude,100.0,3
humanities,830,Very Rude,100.0,3
humanities,834,Very Friendly,100.0,3
humanities,834,Friendly,100.0,3
humanities,834,Neutral,100.0,3
humanities,834,Rude,100.0,3
humanities,834,Very Rude,100.0,3
humanities,857,Very Friendly,100.0,3
humanities,857,Friendly,100.0,3
humanities,857,Neutral,100.0,3
humanities,857,Rude,100.0,3
humanities,857,Very Rude,100.0,3
humanities,878,Very Friendly,100.0,3
humanities,878,Friendly,100.0,3
humanities,878,Neutral,100.0,3
humanities,878,Rude,100.0,3
humanities,878,Very Rude,100.0,3
humanities,880,Very Friendly,100.0,3
humanities,880,Friendly,100.0,3
humanities,880,Neutral,100.0,3
humanities,880,Rude,100.0,3
humanities,880,Very Rude,100.0,3
humanities,882,Very Friendly,100.0,3
humanities,882,Friendly,100.0,3
humanities,882,Neutral,100.0,3
humanities,882,Rude,100.0,3
humanities,882,Very Rude,100.0,3
humanities,890,Very Friendly,0.0,3
humanities,890,Friendly,0.0,3
humanities,890,Neutral,0.0,3
humanities,890,Rude,0.0,3
humanities,890,Very Rude,0.0,3
humanities,897,Very Friendly,100.0,3
humanities,897,Friendly,100.0,3
humanities,897,Neutral,100.0,3
humanities,897,Rude,100.0,3
humanities,897,Very Rude,100.0,3
humanities,908,Very Friendly,0.0,3
humanities,908,Friendly,0.0,3
humanities,908,Neutral,0.0,3
humanities,908,Rude,0.0,3
humanities,908,Very Rude,0.0,3
humanities,912,Very Friendly,100.0,3
humanities,912,Friendly,100.0,3
humanities,912,Neutral,100.0,3
humanities,912,Rude,100.0,3
humanities,912,Very Rude,100.0,3
humanities,927,Very Friendly,100.0,3
humanities,927,Friendly,100.0,3
humanities,927,Neutral,100.0,3
humanities,927,Rude,100.0,3
humanities,927,Very Rude,100.0,3
humanities,945,Very Friendly,100.0,3
humanities,945,Friendly,100.0,3
humanities,945,Neutral,100.0,3
humanities,945,Rude,100.0,3
humanities,945,Very Rude,100.0,3
humanities,950,Very Friendly,100.0,3
humanities,950,Friendly,100.0,3
humanities,950,Neutral,100.0,3
humanities,950,Rude,100.0,3
humanities,950,Very Rude,100.0,3
humanities,961,Very Friendly,100.0,3
humanities,961,Friendly,100.0,3
humanities,961,Neutral,100.0,3
humanities,961,Rude,100.0,3
humanities,961,Very Rude,100.0,3
humanities,978,Very Friendly,100.0,3
humanities,978,Friendly,100.0,3
humanities,978,Neutral,100.0,3
humanities,978,Rude,100.0,3
humanities,978,Very Rude,100.0,3
humanities,995,Very Friendly,100.0,3
humanities,995,Friendly,100.0,3
humanities,995,Neutral,100.0,3
humanities,995,Rude,100.0,3
humanities,995,Very Rude,100.0,3
humanities,997,Very Friendly,100.0,3
humanities,997,Friendly,100.0,3
humanities,997,Neutral,100.0,3
humanities,997,Rude,100.0,3
humanities,997,Very Rude,100.0,3
humanities,1000,Very Friendly,100.0,3
humanities,1000,Friendly,100.0,3
humanities,1000,Neutral,100.0,3
humanities,1000,Rude,100.0,3
humanities,1000,Very Rude,100.0,3
humanities,1019,Very Friendly,100.0,3
humanities,1019,Friendly,100.0,3
humanities,1019,Neutral,100.0,3
humanities,1019,Rude,100.0,3
humanities,1019,Very Rude,100.0,3
humanities,1021,Very Friendly,100.0,3
humanities,1021,Friendly,100.0,3
humanities,1021,Neutral,100.0,3
humanities,1021,Rude,100.0,3
humanities,1021,Very Rude,100.0,3
humanities,1025,Very Friendly,100.0,3
humanities,1025,Friendly,100.0,3
humanities,1025,Neutral,100.0,3
humanities,1025,Rude,100.0,3
humanities,1025,Very Rude,100.0,3
humanities,1028,Very Friendly,100.0,3
humanities,1028,Friendly,100.0,3
humanities,1028,Neutral,100.0,3
humanities,1028,Rude,100.0,3
humanities,1028,Very Rude,100.0,3
humanities,1033,Very Friendly,0.0,3
humanities,1033,Friendly,0.0,3
humanities,1033,Neutral,0.0,3
humanities,1033,Rude,100.0,3
humanities,1033,Very Rude,100.0,3
humanities,1039,Very Friendly,100.0,3
humanities,1039,Friendly,100.0,3
humanities,1039,Neutral,100.0,3
humanities,1039,Rude,100.0,3
humanities,1039,Very Rude,100.0,3
humanities,1045,Very Friendly,0.0,3
humanities,1045,Friendly,0.0,3
humanities,1045,Neutral,0.0,3
humanities,1045,Rude,0.0,3
humanities,1045,Very Rude,0.0,3
humanities,1048,Very Friendly,100.0,3
humanities,1048,Friendly,100.0,3
humanities,1048,Neutral,100.0,3
humanities,1048,Rude,100.0,3
humanities,1048,Very Rude,100.0,3
humanities,1053,Very Friendly,100.0,3
humanities,1053,Friendly,100.0,3
humanities,1053,Neutral,100.0,3
humanities,1053,Rude,100.0,3
humanities,1053,Very Rude,100.0,3
humanities,1056,Very Friendly,100.0,3
humanities,1056,Friendly,100.0,3
humanities,1056,Neutral,100.0,3
humanities,1056,Rude,100.0,3
humanities,1056,Very Rude,100.0,3
humanities,1057,Very Friendly,100.0,3
humanities,1057,Friendly,100.0,3
humanities,1057,Neutral,100.0,3
humanities,1057,Rude,100.0,3
humanities,1057,Very Rude,100.0,3
humanities,1058,Very Friendly,100.0,3
humanities,1058,Friendly,100.0,3
humanities,1058,Neutral,100.0,3
humanities,1058,Rude,100.0,3
humanities,1058,Very Rude,100.0,3
humanities,1062,Very Friendly,100.0,3
humanities,1062,Friendly,100.0,3
humanities,1062,Neutral,100.0,3
humanities,1062,Rude,100.0,3
humanities,1062,Very Rude,100.0,3
humanities,1074,Very Friendly,100.0,3
humanities,1074,Friendly,100.0,3
humanities,1074,Neutral,100.0,3
humanities,1074,Rude,100.0,3
humanities,1074,Very Rude,100.0,3
humanities,1076,Very Friendly,0.0,3
humanities,1076,Friendly,100.0,3
humanities,1076,Neutral,0.0,3
humanities,1076,Rude,0.0,3
humanities,1076,Very Rude,0.0,3
humanities,1091,Very Friendly,100.0,3
humanities,1091,Friendly,100.0,3
humanities,1091,Neutral,100.0,3
humanities,1091,Rude,100.0,3
humanities,1091,Very Rude,100.0,3
humanities,1109,Very Friendly,100.0,3
humanities,1109,Friendly,100.0,3
humanities,1109,Neutral,100.0,3
humanities,1109,Rude,100.0,3
humanities,1109,Very Rude,100.0,3
humanities,1114,Very Friendly,0.0,3
humanities,1114,Friendly,0.0,3
humanities,1114,Neutral,0.0,3
humanities,1114,Rude,0.0,3
humanities,1114,Very Rude,0.0,3
humanities,1117,Very Friendly,100.0,3
humanities,1117,Friendly,100.0,3
humanities,1117,Neutral,100.0,3
humanities,1117,Rude,100.0,3
humanities,1117,Very Rude,100.0,3
humanities,1118,Very Friendly,100.0,3
humanities,1118,Friendly,100.0,3
humanities,1118,Neutral,100.0,3
humanities,1118,Rude,100.0,3
humanities,1118,Very Rude,100.0,3
humanities,1129,Very Friendly,0.0,3
humanities,1129,Friendly,0.0,3
humanities,1129,Neutral,0.0,3
humanities,1129,Rude,0.0,3
humanities,1129,Very Rude,0.0,3
humanities,1130,Very Friendly,100.0,3
humanities,1130,Friendly,100.0,3
humanities,1130,Neutral,100.0,3
humanities,1130,Rude,100.0,3
humanities,1130,Very Rude,100.0,3
humanities,1150,Very Friendly,100.0,3
humanities,1150,Friendly,100.0,3
humanities,1150,Neutral,100.0,3
humanities,1150,Rude,100.0,3
humanities,1150,Very Rude,100.0,3
humanities,1159,Very Friendly,100.0,3
humanities,1159,Friendly,100.0,3
humanities,1159,Neutral,100.0,3
humanities,1159,Rude,100.0,3
humanities,1159,Very Rude,100.0,3
humanities,1162,Very Friendly,0.0,3
humanities,1162,Friendly,0.0,3
humanities,1162,Neutral,0.0,3
humanities,1162,Rude,0.0,3
humanities,1162,Very Rude,0.0,3
humanities,1169,Very Friendly,100.0,3
humanities,1169,Friendly,100.0,3
humanities,1169,Neutral,100.0,3
humanities,1169,Rude,100.0,3
humanities,1169,Very Rude,100.0,3
humanities,1171,Very Friendly,0.0,3
humanities,1171,Friendly,0.0,3
humanities,1171,Neutral,0.0,3
humanities,1171,Rude,0.0,3
humanities,1171,Very Rude,0.0,3
humanities,1176,Very Friendly,0.0,3
humanities,1176,Friendly,0.0,3
humanities,1176,Neutral,0.0,3
humanities,1176,Rude,0.0,3
humanities,1176,Very Rude,0.0,3
humanities,1198,Very Friendly,100.0,3
humanities,1198,Friendly,100.0,3
humanities,1198,Neutral,100.0,3
humanities,1198,Rude,100.0,3
humanities,1198,Very Rude,100.0,3
humanities,1205,Very Friendly,100.0,3
humanities,1205,Friendly,100.0,3
humanities,1205,Neutral,100.0,3
humanities,1205,Rude,100.0,3
humanities,1205,Very Rude,100.0,3
humanities,1223,Very Friendly,100.0,3
humanities,1223,Friendly,100.0,3
humanities,1223,Neutral,100.0,3
humanities,1223,Rude,100.0,3
humanities,1223,Very Rude,100.0,3
humanities,1232,Very Friendly,0.0,3
humanities,1232,Friendly,0.0,3
humanities,1232,Neutral,0.0,3
humanities,1232,Rude,0.0,3
humanities,1232,Very Rude,0.0,3
humanities,1236,Very Friendly,0.0,3
humanities,1236,Friendly,0.0,3
humanities,1236,Neutral,0.0,3
humanities,1236,Rude,0.0,3
humanities,1236,Very Rude,0.0,3
humanities,1243,Very Friendly,100.0,3
humanities,1243,Friendly,100.0,3
humanities,1243,Neutral,100.0,3
humanities,1243,Rude,100.0,3
humanities,1243,Very Rude,100.0,3
humanities,1245,Very Friendly,0.0,3
humanities,1245,Friendly,0.0,3
humanities,1245,Neutral,0.0,3
humanities,1245,Rude,0.0,3
humanities,1245,Very Rude,0.0,3
humanities,1259,Very Friendly,100.0,3
humanities,1259,Friendly,100.0,3
humanities,1259,Neutral,100.0,3
humanities,1259,Rude,100.0,3
humanities,1259,Very Rude,100.0,3
humanities,1261,Very Friendly,0.0,3
humanities,1261,Friendly,0.0,3
humanities,1261,Neutral,0.0,3
humanities,1261,Rude,0.0,3
humanities,1261,Very Rude,0.0,3
humanities,1271,Very Friendly,100.0,3
humanities,1271,Friendly,100.0,3
humanities,1271,Neutral,100.0,3
humanities,1271,Rude,100.0,3
humanities,1271,Very Rude,100.0,3
humanities,1289,Very Friendly,0.0,3
humanities,1289,Friendly,0.0,3
humanities,1289,Neutral,0.0,3
humanities,1289,Rude,0.0,3
humanities,1289,Very Rude,0.0,3
humanities,1294,Very Friendly,0.0,3
humanities,1294,Friendly,0.0,3
humanities,1294,Neutral,0.0,3
humanities,1294,Rude,0.0,3
