Domain,QID,Tone,Average Accuracy (%),Runs Counted
Abstract Algebra,163,Neutral,100.0,3
Abstract Algebra,163,Rude,100.0,3
Abstract Algebra,163,Very Rude,100.0,3
Abstract Algebra,171,Very Friendly,33.33,3
Abstract Algebra,171,Friendly,66.67,3
Abstract Algebra,171,Neutral,66.67,3
Abstract Algebra,171,Rude,100.0,3
Abstract Algebra,171,Very Rude,100.0,3
Abstract Algebra,174,Very Friendly,100.0,3
Abstract Algebra,174,Friendly,100.0,3
Abstract Algebra,174,Neutral,100.0,3
Abstract Algebra,174,Rude,100.0,3
Abstract Algebra,174,Very Rude,100.0,3
Abstract Algebra,175,Very Friendly,100.0,3
Abstract Algebra,175,Friendly,100.0,3
Abstract Algebra,175,Neutral,100.0,3
Abstract Algebra,175,Rude,100.0,3
Abstract Algebra,175,Very Rude,66.67,3
Abstract Algebra,176,Very Friendly,100.0,3
Abstract Algebra,176,Friendly,100.0,3
Abstract Algebra,176,Neutral,100.0,3
Abstract Algebra,176,Rude,100.0,3
Abstract Algebra,176,Very Rude,100.0,3
Abstract Algebra,178,Very Friendly,100.0,3
Abstract Algebra,178,Friendly,100.0,3
Abstract Algebra,178,Neutral,100.0,3
Abstract Algebra,178,Rude,100.0,3
Abstract Algebra,178,Very Rude,100.0,3
Abstract Algebra,179,Very Friendly,100.0,3
Abstract Algebra,179,Friendly,100.0,3
Abstract Algebra,179,Neutral,100.0,3
Abstract Algebra,179,Rude,100.0,3
Abstract Algebra,179,Very Rude,100.0,3
Abstract Algebra,184,Very Friendly,100.0,3
Abstract Algebra,184,Friendly,100.0,3
Abstract Algebra,184,Neutral,100.0,3
Abstract Algebra,184,Rude,100.0,3
Abstract Algebra,184,Very Rude,100.0,3
Abstract Algebra,185,Very Friendly,100.0,3
Abstract Algebra,185,Friendly,100.0,3
Abstract Algebra,185,Neutral,100.0,3
Abstract Algebra,185,Rude,100.0,3
Abstract Algebra,185,Very Rude,100.0,3
Abstract Algebra,189,Very Friendly,100.0,3
Abstract Algebra,189,Friendly,100.0,3
Abstract Algebra,189,Neutral,100.0,3
Abstract Algebra,189,Rude,100.0,3
Abstract Algebra,189,Very Rude,100.0,3
Abstract Algebra,193,Very Friendly,100.0,3
Abstract Algebra,193,Friendly,100.0,3
Abstract Algebra,193,Neutral,100.0,3
Abstract Algebra,193,Rude,100.0,3
Abstract Algebra,193,Very Rude,100.0,3
Abstract Algebra,195,Very Friendly,0.0,3
Abstract Algebra,195,Friendly,0.0,3
Abstract Algebra,195,Neutral,0.0,3
Abstract Algebra,195,Rude,0.0,3
Abstract Algebra,195,Very Rude,0.0,3
Abstract Algebra,197,Very Friendly,100.0,3
Abstract Algebra,197,Friendly,100.0,3
Abstract Algebra,197,Neutral,100.0,3
Abstract Algebra,197,Rude,100.0,3
Abstract Algebra,197,Very Rude,100.0,3
Abstract Algebra,204,Very Friendly,0.0,3
Abstract Algebra,204,Friendly,0.0,3
Abstract Algebra,204,Neutral,0.0,3
Abstract Algebra,204,Rude,0.0,3
Abstract Algebra,204,Very Rude,0.0,3
Abstract Algebra,212,Very Friendly,100.0,3
Abstract Algebra,212,Friendly,100.0,3
Abstract Algebra,212,Neutral,100.0,3
Abstract Algebra,212,Rude,100.0,3
Abstract Algebra,212,Very Rude,100.0,3
Abstract Algebra,219,Very Friendly,100.0,3
Abstract Algebra,219,Friendly,100.0,3
Abstract Algebra,219,Neutral,100.0,3
Abstract Algebra,219,Rude,100.0,3
Abstract Algebra,219,Very Rude,100.0,3
Abstract Algebra,234,Very Friendly,100.0,3
Abstract Algebra,234,Friendly,100.0,3
Abstract Algebra,234,Neutral,100.0,3
Abstract Algebra,234,Rude,100.0,3
Abstract Algebra,234,Very Rude,100.0,3
Abstract Algebra,240,Very Friendly,100.0,3
Abstract Algebra,240,Friendly,100.0,3
Abstract Algebra,240,Neutral,100.0,3
Abstract Algebra,240,Rude,100.0,3
Abstract Algebra,240,Very Rude,100.0,3
Abstract Algebra,247,Very Friendly,100.0,3
Abstract Algebra,247,Friendly,100.0,3
Abstract Algebra,247,Neutral,100.0,3
Abstract Algebra,247,Rude,100.0,3
Abstract Algebra,247,Very Rude,100.0,3
Abstract Algebra,252,Very Friendly,100.0,3
Abstract Algebra,252,Friendly,100.0,3
Abstract Algebra,252,Neutral,100.0,3
Abstract Algebra,252,Rude,100.0,3
Abstract Algebra,252,Very Rude,100.0,3
Abstract Algebra,255,Very Friendly,100.0,3
Abstract Algebra,255,Friendly,100.0,3
Abstract Algebra,255,Neutral,100.0,3
Abstract Algebra,255,Rude,100.0,3
Abstract Algebra,255,Very Rude,100.0,3
Abstract Algebra,257,Very Friendly,100.0,3
Abstract Algebra,257,Friendly,100.0,3
Abstract Algebra,257,Neutral,100.0,3
Abstract Algebra,257,Rude,100.0,3
Abstract Algebra,257,Very Rude,100.0,3
Abstract Algebra,258,Very Friendly,100.0,3
Abstract Algebra,258,Friendly,100.0,3
Abstract Algebra,258,Neutral,100.0,3
Abstract Algebra,258,Rude,100.0,3
Abstract Algebra,258,Very Rude,100.0,3
Abstract Algebra,267,Very Friendly,100.0,3
Abstract Algebra,267,Friendly,100.0,3
Abstract Algebra,267,Neutral,100.0,3
Abstract Algebra,267,Rude,100.0,3
Abstract Algebra,267,Very Rude,100.0,3
Abstract Algebra,271,Very Friendly,100.0,3
Abstract Algebra,271,Friendly,100.0,3
Abstract Algebra,271,Neutral,100.0,3
Abstract Algebra,271,Rude,100.0,3
Abstract Algebra,271,Very Rude,100.0,3
Abstract Algebra,290,Very Friendly,100.0,3
Abstract Algebra,290,Friendly,100.0,3
Abstract Algebra,290,Neutral,100.0,3
Abstract Algebra,290,Rude,100.0,3
Abstract Algebra,290,Very Rude,100.0,3
Abstract Algebra,292,Very Friendly,100.0,3
Abstract Algebra,292,Friendly,100.0,3
Abstract Algebra,292,Neutral,100.0,3
Abstract Algebra,292,Rude,100.0,3
Abstract Algebra,292,Very Rude,100.0,3
Abstract Algebra,297,Very Friendly,100.0,3
Abstract Algebra,297,Friendly,100.0,3
Abstract Algebra,297,Neutral,100.0,3
Abstract Algebra,297,Rude,100.0,3
Abstract Algebra,297,Very Rude,100.0,3
Abstract Algebra,299,Very Friendly,100.0,3
Abstract Algebra,299,Friendly,100.0,3
Abstract Algebra,299,Neutral,100.0,3
Abstract Algebra,299,Rude,100.0,3
Abstract Algebra,299,Very Rude,100.0,3
Abstract Algebra,300,Very Friendly,100.0,3
Abstract Algebra,300,Friendly,100.0,3
Abstract Algebra,300,Neutral,100.0,3
Abstract Algebra,300,Rude,100.0,3
Abstract Algebra,300,Very Rude,100.0,3
Abstract Algebra,310,Very Friendly,100.0,3
Abstract Algebra,310,Friendly,100.0,3
Abstract Algebra,310,Neutral,100.0,3
Abstract Algebra,310,Rude,100.0,3
Abstract Algebra,310,Very Rude,100.0,3
Abstract Algebra,314,Very Friendly,100.0,3
Abstract Algebra,314,Friendly,100.0,3
Abstract Algebra,314,Neutral,100.0,3
Abstract Algebra,314,Rude,100.0,3
Abstract Algebra,314,Very Rude,100.0,3
Abstract Algebra,315,Very Friendly,100.0,3
Abstract Algebra,315,Friendly,100.0,3
Abstract Algebra,315,Neutral,100.0,3
Abstract Algebra,315,Rude,100.0,3
Abstract Algebra,315,Very Rude,100.0,3
Abstract Algebra,319,Very Friendly,100.0,3
Abstract Algebra,319,Friendly,100.0,3
Abstract Algebra,319,Neutral,100.0,3
Abstract Algebra,319,Rude,100.0,3
Abstract Algebra,319,Very Rude,100.0,3
Abstract Algebra,322,Very Friendly,100.0,3
Abstract Algebra,322,Friendly,100.0,3
Abstract Algebra,322,Neutral,100.0,3
Abstract Algebra,322,Rude,100.0,3
Abstract Algebra,322,Very Rude,100.0,3
Abstract Algebra,323,Very Friendly,100.0,3
Abstract Algebra,323,Friendly,100.0,3
Abstract Algebra,323,Neutral,100.0,3
Abstract Algebra,323,Rude,100.0,3
Abstract Algebra,323,Very Rude,100.0,3
Abstract Algebra,325,Very Friendly,100.0,3
Abstract Algebra,325,Friendly,100.0,3
Abstract Algebra,325,Neutral,100.0,3
Abstract Algebra,325,Rude,100.0,3
Abstract Algebra,325,Very Rude,100.0,3
Abstract Algebra,326,Very Friendly,0.0,3
Abstract Algebra,326,Friendly,0.0,3
Abstract Algebra,326,Neutral,0.0,3
Abstract Algebra,326,Rude,0.0,3
Abstract Algebra,326,Very Rude,0.0,3
Abstract Algebra,332,Very Friendly,100.0,3
Abstract Algebra,332,Friendly,100.0,3
Abstract Algebra,332,Neutral,100.0,3
Abstract Algebra,332,Rude,100.0,3
Abstract Algebra,332,Very Rude,100.0,3
Abstract Algebra,333,Very Friendly,100.0,3
Abstract Algebra,333,Friendly,100.0,3
Abstract Algebra,333,Neutral,100.0,3
Abstract Algebra,333,Rude,100.0,3
Abstract Algebra,333,Very Rude,100.0,3
Abstract Algebra,344,Very Friendly,33.33,3
Abstract Algebra,344,Friendly,100.0,3
Abstract Algebra,344,Neutral,100.0,3
Abstract Algebra,344,Rude,0.0,3
Abstract Algebra,344,Very Rude,0.0,3
Abstract Algebra,355,Very Friendly,0.0,3
Abstract Algebra,355,Friendly,0.0,3
Abstract Algebra,355,Neutral,0.0,3
Abstract Algebra,355,Rude,0.0,3
Abstract Algebra,355,Very Rude,0.0,3
Abstract Algebra,369,Very Friendly,100.0,3
Abstract Algebra,369,Friendly,100.0,3
Abstract Algebra,369,Neutral,100.0,3
Abstract Algebra,369,Rude,100.0,3
Abstract Algebra,369,Very Rude,100.0,3
Abstract Algebra,371,Very Friendly,0.0,3
Abstract Algebra,371,Friendly,0.0,3
Abstract Algebra,371,Neutral,0.0,3
Abstract Algebra,371,Rude,0.0,3
Abstract Algebra,371,Very Rude,0.0,3
Abstract Algebra,394,Very Friendly,100.0,3
Abstract Algebra,394,Friendly,100.0,3
Abstract Algebra,394,Neutral,100.0,3
Abstract Algebra,394,Rude,100.0,3
Abstract Algebra,394,Very Rude,100.0,3
Abstract Algebra,403,Very Friendly,100.0,3
Abstract Algebra,403,Friendly,100.0,3
Abstract Algebra,403,Neutral,100.0,3
Abstract Algebra,403,Rude,100.0,3
Abstract Algebra,403,Very Rude,100.0,3
Abstract Algebra,409,Very Friendly,100.0,3
Abstract Algebra,409,Friendly,100.0,3
Abstract Algebra,409,Neutral,100.0,3
Abstract Algebra,409,Rude,100.0,3
Abstract Algebra,409,Very Rude,100.0,3
Abstract Algebra,411,Very Friendly,100.0,3
Abstract Algebra,411,Friendly,100.0,3
Abstract Algebra,411,Neutral,100.0,3
Abstract Algebra,411,Rude,100.0,3
Abstract Algebra,411,Very Rude,100.0,3
Abstract Algebra,412,Very Friendly,100.0,3
Abstract Algebra,412,Friendly,100.0,3
Abstract Algebra,412,Neutral,100.0,3
Abstract Algebra,412,Rude,100.0,3
Abstract Algebra,412,Very Rude,100.0,3
Abstract Algebra,415,Very Friendly,100.0,3
Abstract Algebra,415,Friendly,100.0,3
Abstract Algebra,415,Neutral,100.0,3
Abstract Algebra,415,Rude,100.0,3
Abstract Algebra,415,Very Rude,100.0,3
Abstract Algebra,417,Very Friendly,100.0,3
Abstract Algebra,417,Friendly,100.0,3
Abstract Algebra,417,Neutral,100.0,3
Abstract Algebra,417,Rude,100.0,3
Abstract Algebra,417,Very Rude,100.0,3
Abstract Algebra,424,Very Friendly,100.0,3
Abstract Algebra,424,Friendly,100.0,3
Abstract Algebra,424,Neutral,100.0,3
Abstract Algebra,424,Rude,100.0,3
Abstract Algebra,424,Very Rude,100.0,3
Abstract Algebra,431,Very Friendly,100.0,3
Abstract Algebra,431,Friendly,100.0,3
Abstract Algebra,431,Neutral,100.0,3
Abstract Algebra,431,Rude,100.0,3
Abstract Algebra,431,Very Rude,100.0,3
Abstract Algebra,433,Very Friendly,0.0,3
Abstract Algebra,433,Friendly,0.0,3
Abstract Algebra,433,Neutral,0.0,3
Abstract Algebra,433,Rude,0.0,3
Abstract Algebra,433,Very Rude,0.0,3
Abstract Algebra,434,Very Friendly,100.0,3
Abstract Algebra,434,Friendly,100.0,3
Abstract Algebra,434,Neutral,100.0,3
Abstract Algebra,434,Rude,100.0,3
Abstract Algebra,434,Very Rude,100.0,3
Abstract Algebra,437,Very Friendly,100.0,3
Abstract Algebra,437,Friendly,100.0,3
Abstract Algebra,437,Neutral,100.0,3
Abstract Algebra,437,Rude,100.0,3
Abstract Algebra,437,Very Rude,100.0,3
Abstract Algebra,440,Very Friendly,100.0,3
Abstract Algebra,440,Friendly,100.0,3
Abstract Algebra,440,Neutral,100.0,3
Abstract Algebra,440,Rude,100.0,3
Abstract Algebra,440,Very Rude,100.0,3
Abstract Algebra,444,Very Friendly,100.0,3
Abstract Algebra,444,Friendly,100.0,3
Abstract Algebra,444,Neutral,100.0,3
Abstract Algebra,444,Rude,100.0,3
Abstract Algebra,444,Very Rude,100.0,3
Abstract Algebra,450,Very Friendly,100.0,3
Abstract Algebra,450,Friendly,100.0,3
Abstract Algebra,450,Neutral,100.0,3
Abstract Algebra,450,Rude,100.0,3
Abstract Algebra,450,Very Rude,100.0,3
Abstract Algebra,451,Very Friendly,100.0,3
Abstract Algebra,451,Friendly,100.0,3
Abstract Algebra,451,Neutral,100.0,3
Abstract Algebra,451,Rude,100.0,3
Abstract Algebra,451,Very Rude,100.0,3
Abstract Algebra,458,Very Friendly,100.0,3
Abstract Algebra,458,Friendly,100.0,3
Abstract Algebra,458,Neutral,100.0,3
Abstract Algebra,458,Rude,100.0,3
Abstract Algebra,458,Very Rude,100.0,3
Abstract Algebra,464,Very Friendly,100.0,3
Abstract Algebra,464,Friendly,100.0,3
Abstract Algebra,464,Neutral,100.0,3
Abstract Algebra,464,Rude,100.0,3
Abstract Algebra,464,Very Rude,100.0,3
Abstract Algebra,472,Very Friendly,100.0,3
Abstract Algebra,472,Friendly,100.0,3
Abstract Algebra,472,Neutral,100.0,3
Abstract Algebra,472,Rude,100.0,3
Abstract Algebra,472,Very Rude,100.0,3
Abstract Algebra,479,Very Friendly,100.0,3
Abstract Algebra,479,Friendly,100.0,3
Abstract Algebra,479,Neutral,100.0,3
Abstract Algebra,479,Rude,100.0,3
Abstract Algebra,479,Very Rude,100.0,3
Abstract Algebra,480,Very Friendly,100.0,3
Abstract Algebra,480,Friendly,100.0,3
Abstract Algebra,480,Neutral,100.0,3
Abstract Algebra,480,Rude,100.0,3
Abstract Algebra,480,Very Rude,100.0,3
Abstract Algebra,486,Very Friendly,0.0,3
Abstract Algebra,486,Friendly,0.0,3
Abstract Algebra,486,Neutral,0.0,3
Abstract Algebra,486,Rude,0.0,3
Abstract Algebra,486,Very Rude,0.0,3
Abstract Algebra,487,Very Friendly,100.0,3
Abstract Algebra,487,Friendly,100.0,3
Abstract Algebra,487,Neutral,100.0,3
Abstract Algebra,487,Rude,100.0,3
Abstract Algebra,487,Very Rude,100.0,3
Abstract Algebra,496,Very Friendly,100.0,3
Abstract Algebra,496,Friendly,100.0,3
Abstract Algebra,496,Neutral,100.0,3
Abstract Algebra,496,Rude,100.0,3
Abstract Algebra,496,Very Rude,100.0,3
Abstract Algebra,507,Very Friendly,100.0,3
Abstract Algebra,507,Friendly,100.0,3
Abstract Algebra,507,Neutral,100.0,3
Abstract Algebra,507,Rude,100.0,3
Abstract Algebra,507,Very Rude,100.0,3
Abstract Algebra,508,Very Friendly,100.0,3
Abstract Algebra,508,Friendly,100.0,3
Abstract Algebra,508,Neutral,100.0,3
Abstract Algebra,508,Rude,100.0,3
Abstract Algebra,508,Very Rude,100.0,3
Abstract Algebra,512,Very Friendly,100.0,3
Abstract Algebra,512,Friendly,100.0,3
Abstract Algebra,512,Neutral,100.0,3
Abstract Algebra,512,Rude,100.0,3
Abstract Algebra,512,Very Rude,100.0,3
Abstract Algebra,528,Very Friendly,100.0,3
Abstract Algebra,528,Friendly,100.0,3
Abstract Algebra,528,Neutral,100.0,3
Abstract Algebra,528,Rude,100.0,3
Abstract Algebra,528,Very Rude,100.0,3
Abstract Algebra,529,Very Friendly,100.0,3
Abstract Algebra,529,Friendly,100.0,3
Abstract Algebra,529,Neutral,100.0,3
Abstract Algebra,529,Rude,100.0,3
Abstract Algebra,529,Very Rude,100.0,3
Abstract Algebra,533,Very Friendly,100.0,3
Abstract Algebra,533,Friendly,100.0,3
Abstract Algebra,533,Neutral,100.0,3
Abstract Algebra,533,Rude,100.0,3
Abstract Algebra,533,Very Rude,100.0,3
Abstract Algebra,536,Very Friendly,0.0,3
Abstract Algebra,536,Friendly,0.0,3
Abstract Algebra,536,Neutral,66.67,3
Abstract Algebra,536,Rude,0.0,3
Abstract Algebra,536,Very Rude,0.0,3
Abstract Algebra,545,Very Friendly,0.0,3
Abstract Algebra,545,Friendly,0.0,3
Abstract Algebra,545,Neutral,0.0,3
Abstract Algebra,545,Rude,0.0,3
Abstract Algebra,545,Very Rude,0.0,3
Abstract Algebra,555,Very Friendly,100.0,3
Abstract Algebra,555,Friendly,66.67,3
Abstract Algebra,555,Neutral,100.0,3
Abstract Algebra,555,Rude,100.0,3
Abstract Algebra,555,Very Rude,100.0,3
Abstract Algebra,556,Very Friendly,100.0,3
Abstract Algebra,556,Friendly,100.0,3
Abstract Algebra,556,Neutral,100.0,3
Abstract Algebra,556,Rude,100.0,3
Abstract Algebra,556,Very Rude,100.0,3
Abstract Algebra,558,Very Friendly,0.0,3
Abstract Algebra,558,Friendly,0.0,3
Abstract Algebra,558,Neutral,0.0,3
Abstract Algebra,558,Rude,0.0,3
Abstract Algebra,558,Very Rude,0.0,3
Abstract Algebra,565,Very Friendly,100.0,3
Abstract Algebra,565,Friendly,100.0,3
Abstract Algebra,565,Neutral,0.0,3
Abstract Algebra,565,Rude,33.33,3
Abstract Algebra,565,Very Rude,100.0,3
Abstract Algebra,566,Very Friendly,100.0,3
Abstract Algebra,566,Friendly,100.0,3
Abstract Algebra,566,Neutral,100.0,3
Abstract Algebra,566,Rude,100.0,3
Abstract Algebra,566,Very Rude,100.0,3
Abstract Algebra,568,Very Friendly,0.0,3
Abstract Algebra,568,Friendly,0.0,3
Abstract Algebra,568,Neutral,0.0,3
Abstract Algebra,568,Rude,0.0,3
Abstract Algebra,568,Very Rude,0.0,3
Abstract Algebra,569,Very Friendly,100.0,3
Abstract Algebra,569,Friendly,100.0,3
Abstract Algebra,569,Neutral,100.0,3
Abstract Algebra,569,Rude,100.0,3
Abstract Algebra,569,Very Rude,100.0,3
Abstract Algebra,573,Very Friendly,0.0,3
Abstract Algebra,573,Friendly,0.0,3
Abstract Algebra,573,Neutral,0.0,3
Abstract Algebra,573,Rude,0.0,3
Abstract Algebra,573,Very Rude,0.0,3
Abstract Algebra,582,Very Friendly,100.0,3
Abstract Algebra,582,Friendly,100.0,3
Abstract Algebra,582,Neutral,100.0,3
Abstract Algebra,582,Rude,100.0,3
Abstract Algebra,582,Very Rude,100.0,3
Abstract Algebra,583,Very Friendly,0.0,3
Abstract Algebra,583,Friendly,0.0,3
Abstract Algebra,583,Neutral,0.0,3
Abstract Algebra,583,Rude,0.0,3
Abstract Algebra,583,Very Rude,0.0,3
Abstract Algebra,595,Very Friendly,100.0,3
Abstract Algebra,595,Friendly,100.0,3
Abstract Algebra,595,Neutral,100.0,3
Abstract Algebra,595,Rude,100.0,3
Abstract Algebra,595,Very Rude,100.0,3
Abstract Algebra,599,Very Friendly,0.0,3
Abstract Algebra,599,Friendly,0.0,3
Abstract Algebra,599,Neutral,0.0,3
Abstract Algebra,599,Rude,0.0,3
Abstract Algebra,599,Very Rude,0.0,3
Abstract Algebra,600,Very Friendly,100.0,3
Abstract Algebra,600,Friendly,100.0,3
Abstract Algebra,600,Neutral,100.0,3
Abstract Algebra,600,Rude,100.0,3
Abstract Algebra,600,Very Rude,100.0,3
Abstract Algebra,603,Very Friendly,100.0,3
Abstract Algebra,603,Friendly,100.0,3
Abstract Algebra,603,Neutral,100.0,3
Abstract Algebra,603,Rude,100.0,3
Abstract Algebra,603,Very Rude,100.0,3
Abstract Algebra,606,Very Friendly,100.0,3
Abstract Algebra,606,Friendly,100.0,3
Abstract Algebra,606,Neutral,100.0,3
Abstract Algebra,606,Rude,100.0,3
Abstract Algebra,606,Very Rude,100.0,3
Abstract Algebra,613,Very Friendly,100.0,3
Abstract Algebra,613,Friendly,100.0,3
Abstract Algebra,613,Neutral,100.0,3
Abstract Algebra,613,Rude,100.0,3
Abstract Algebra,613,Very Rude,100.0,3
Abstract Algebra,622,Very Friendly,0.0,3
Abstract Algebra,622,Friendly,0.0,3
Abstract Algebra,622,Neutral,33.33,3
Abstract Algebra,622,Rude,0.0,3
Abstract Algebra,622,Very Rude,0.0,3
Abstract Algebra,638,Very Friendly,100.0,3
Abstract Algebra,638,Friendly,100.0,3
Abstract Algebra,638,Neutral,100.0,3
Abstract Algebra,638,Rude,100.0,3
Abstract Algebra,638,Very Rude,100.0,3
Abstract Algebra,643,Very Friendly,0.0,3
Abstract Algebra,643,Friendly,0.0,3
Abstract Algebra,643,Neutral,0.0,3
Abstract Algebra,643,Rude,0.0,3
Abstract Algebra,643,Very Rude,0.0,3
Abstract Algebra,651,Very Friendly,100.0,3
Abstract Algebra,651,Friendly,100.0,3
Abstract Algebra,651,Neutral,100.0,3
Abstract Algebra,651,Rude,100.0,3
Abstract Algebra,651,Very Rude,100.0,3
Abstract Algebra,652,Very Friendly,100.0,3
Abstract Algebra,652,Friendly,100.0,3
Abstract Algebra,652,Neutral,100.0,3
Abstract Algebra,652,Rude,100.0,3
Abstract Algebra,652,Very Rude,100.0,3
Abstract Algebra,671,Very Friendly,100.0,3
Abstract Algebra,671,Friendly,100.0,3
