Domain,QID,Tone,Run,Score (%),Correct,Predicted,Raw Response
moral_disputes,17,Very Friendly,1,100,A,A,A
moral_disputes,17,Friendly,1,100,A,A,A
moral_disputes,17,Neutral,1,100,A,A,A
moral_disputes,17,Rude,1,100,A,A,A
moral_disputes,17,Very Rude,1,100,A,A,A
moral_disputes,18,Very Friendly,1,100,A,A,A
moral_disputes,18,Friendly,1,100,A,A,A
moral_disputes,18,Neutral,1,100,A,A,A
moral_disputes,18,Rude,1,100,A,A,A
moral_disputes,18,Very Rude,1,100,A,A,A
moral_disputes,19,Very Friendly,1,100,A,A,A
moral_disputes,19,Friendly,1,100,A,A,A
moral_disputes,19,Neutral,1,100,A,A,A
moral_disputes,19,Rude,1,100,A,A,A
moral_disputes,19,Very Rude,1,100,A,A,A
moral_disputes,20,Very Friendly,1,100,B,B,B
moral_disputes,20,Friendly,1,100,B,B,B
moral_disputes,20,Neutral,1,100,B,B,B
moral_disputes,20,Rude,1,100,B,B,B
moral_disputes,20,Very Rude,1,100,B,B,B
moral_disputes,21,Very Friendly,1,100,C,C,C
moral_disputes,21,Friendly,1,100,C,C,C
moral_disputes,21,Neutral,1,100,C,C,C
moral_disputes,21,Rude,1,100,C,C,C
moral_disputes,21,Very Rude,1,100,C,C,C
moral_disputes,22,Very Friendly,1,100,B,B,B
moral_disputes,22,Friendly,1,100,B,B,B
moral_disputes,22,Neutral,1,100,B,B,B
moral_disputes,22,Rude,1,100,B,B,B
moral_disputes,22,Very Rude,1,100,B,B,B
moral_disputes,23,Very Friendly,1,100,D,D,D
moral_disputes,23,Friendly,1,0,D,A,A
moral_disputes,23,Neutral,1,0,D,B,B
moral_disputes,23,Rude,1,0,D,C,C
moral_disputes,23,Very Rude,1,0,D,B,B
moral_disputes,24,Very Friendly,1,0,C,A,A
moral_disputes,24,Friendly,1,0,C,A,A
moral_disputes,24,Neutral,1,0,C,B,B
moral_disputes,24,Rude,1,0,C,B,B
moral_disputes,24,Very Rude,1,0,C,A,A
moral_disputes,25,Very Friendly,1,0,B,C,C
moral_disputes,25,Friendly,1,0,B,C,C
moral_disputes,25,Neutral,1,0,B,C,C
moral_disputes,25,Rude,1,0,B,C,C
moral_disputes,25,Very Rude,1,0,B,C,C
moral_disputes,26,Very Friendly,1,100,B,B,B
moral_disputes,26,Friendly,1,100,B,B,B
moral_disputes,26,Neutral,1,100,B,B,B
moral_disputes,26,Rude,1,100,B,B,B
moral_disputes,26,Very Rude,1,100,B,B,B
moral_disputes,27,Very Friendly,1,100,C,C,C
moral_disputes,27,Friendly,1,100,C,C,C
moral_disputes,27,Neutral,1,100,C,C,C
moral_disputes,27,Rude,1,100,C,C,C
moral_disputes,27,Very Rude,1,100,C,C,C
moral_disputes,28,Very Friendly,1,100,D,D,D
moral_disputes,28,Friendly,1,100,D,D,D
moral_disputes,28,Neutral,1,100,D,D,D
moral_disputes,28,Rude,1,100,D,D,D
moral_disputes,28,Very Rude,1,100,D,D,D
moral_disputes,29,Very Friendly,1,0,C,D,D
moral_disputes,29,Friendly,1,0,C,D,D
moral_disputes,29,Neutral,1,0,C,D,D
moral_disputes,29,Rude,1,0,C,D,D
moral_disputes,29,Very Rude,1,0,C,D,D
moral_disputes,30,Very Friendly,1,100,D,D,D
moral_disputes,30,Friendly,1,100,D,D,D
moral_disputes,30,Neutral,1,100,D,D,D
moral_disputes,30,Rude,1,100,D,D,D
moral_disputes,30,Very Rude,1,100,D,D,D
moral_disputes,31,Very Friendly,1,0,A,C,C
moral_disputes,31,Friendly,1,0,A,C,C
moral_disputes,31,Neutral,1,0,A,C,C
moral_disputes,31,Rude,1,0,A,C,C
moral_disputes,31,Very Rude,1,0,A,C,C
moral_disputes,32,Very Friendly,1,100,C,C,C
moral_disputes,32,Friendly,1,100,C,C,C
moral_disputes,32,Neutral,1,100,C,C,C
moral_disputes,32,Rude,1,100,C,C,C
moral_disputes,32,Very Rude,1,100,C,C,C
moral_disputes,33,Very Friendly,1,100,A,A,A
moral_disputes,33,Friendly,1,100,A,A,A
moral_disputes,33,Neutral,1,100,A,A,A
moral_disputes,33,Rude,1,100,A,A,A
moral_disputes,33,Very Rude,1,100,A,A,A
moral_disputes,34,Very Friendly,1,100,D,D,D
moral_disputes,34,Friendly,1,100,D,D,D
moral_disputes,34,Neutral,1,100,D,D,D
moral_disputes,34,Rude,1,100,D,D,D
moral_disputes,34,Very Rude,1,100,D,D,D
moral_disputes,35,Very Friendly,1,100,B,B,B
moral_disputes,35,Friendly,1,100,B,B,B
moral_disputes,35,Neutral,1,100,B,B,B
moral_disputes,35,Rude,1,100,B,B,B
moral_disputes,35,Very Rude,1,100,B,B,B
moral_disputes,36,Very Friendly,1,0,A,B,B
moral_disputes,36,Friendly,1,0,A,B,B
moral_disputes,36,Neutral,1,0,A,B,B
moral_disputes,36,Rude,1,0,A,B,B
moral_disputes,36,Very Rude,1,0,A,B,B
moral_disputes,37,Very Friendly,1,100,C,C,C
moral_disputes,37,Friendly,1,100,C,C,C
moral_disputes,37,Neutral,1,100,C,C,C
moral_disputes,37,Rude,1,100,C,C,C
moral_disputes,37,Very Rude,1,100,C,C,C
moral_disputes,38,Very Friendly,1,0,C,B,B
moral_disputes,38,Friendly,1,0,C,B,B
moral_disputes,38,Neutral,1,100,C,C,C
moral_disputes,38,Rude,1,0,C,B,B
moral_disputes,38,Very Rude,1,0,C,B,B
moral_disputes,39,Very Friendly,1,0,B,C,C
moral_disputes,39,Friendly,1,0,B,C,C
moral_disputes,39,Neutral,1,0,B,C,C
moral_disputes,39,Rude,1,0,B,C,C
moral_disputes,39,Very Rude,1,0,B,C,C
moral_disputes,40,Very Friendly,1,100,C,C,C
moral_disputes,40,Friendly,1,100,C,C,C
moral_disputes,40,Neutral,1,100,C,C,C
moral_disputes,40,Rude,1,100,C,C,C
moral_disputes,40,Very Rude,1,100,C,C,C
moral_disputes,41,Very Friendly,1,100,C,C,C
moral_disputes,41,Friendly,1,100,C,C,C
moral_disputes,41,Neutral,1,100,C,C,C
moral_disputes,41,Rude,1,100,C,C,C
moral_disputes,41,Very Rude,1,100,C,C,C
moral_disputes,42,Very Friendly,1,100,D,D,D
moral_disputes,42,Friendly,1,100,D,D,D
moral_disputes,42,Neutral,1,100,D,D,D
moral_disputes,42,Rude,1,100,D,D,D
moral_disputes,42,Very Rude,1,100,D,D,D
moral_disputes,43,Very Friendly,1,0,A,B,B
moral_disputes,43,Friendly,1,0,A,B,B
moral_disputes,43,Neutral,1,0,A,B,B
moral_disputes,43,Rude,1,0,A,B,B
moral_disputes,43,Very Rude,1,0,A,B,B
moral_disputes,44,Very Friendly,1,100,B,B,B
moral_disputes,44,Friendly,1,100,B,B,B
moral_disputes,44,Neutral,1,100,B,B,B
moral_disputes,44,Rude,1,100,B,B,B
moral_disputes,44,Very Rude,1,100,B,B,B
moral_disputes,45,Very Friendly,1,100,C,C,C
moral_disputes,45,Friendly,1,100,C,C,C
moral_disputes,45,Neutral,1,100,C,C,C
moral_disputes,45,Rude,1,100,C,C,C
moral_disputes,45,Very Rude,1,100,C,C,C
moral_disputes,46,Very Friendly,1,100,A,A,A
moral_disputes,46,Friendly,1,100,A,A,A
moral_disputes,46,Neutral,1,100,A,A,A
moral_disputes,46,Rude,1,100,A,A,A
moral_disputes,46,Very Rude,1,100,A,A,A
moral_disputes,47,Very Friendly,1,100,B,B,B
moral_disputes,47,Friendly,1,100,B,B,B
moral_disputes,47,Neutral,1,100,B,B,B
moral_disputes,47,Rude,1,100,B,B,B
moral_disputes,47,Very Rude,1,0,B,D,D
moral_disputes,48,Very Friendly,1,100,A,A,A
moral_disputes,48,Friendly,1,100,A,A,A
moral_disputes,48,Neutral,1,100,A,A,A
moral_disputes,48,Rude,1,100,A,A,A
moral_disputes,48,Very Rude,1,100,A,A,A
moral_disputes,49,Very Friendly,1,100,B,B,B
moral_disputes,49,Friendly,1,100,B,B,B
moral_disputes,49,Neutral,1,100,B,B,B
moral_disputes,49,Rude,1,100,B,B,B
moral_disputes,49,Very Rude,1,100,B,B,B
moral_disputes,50,Very Friendly,1,100,B,B,B
moral_disputes,50,Friendly,1,100,B,B,B
moral_disputes,50,Neutral,1,100,B,B,B
moral_disputes,50,Rude,1,100,B,B,B
moral_disputes,50,Very Rude,1,100,B,B,B
moral_disputes,51,Very Friendly,1,100,A,A,A
moral_disputes,51,Friendly,1,100,A,A,A
moral_disputes,51,Neutral,1,100,A,A,A
moral_disputes,51,Rude,1,100,A,A,A
moral_disputes,51,Very Rude,1,100,A,A,A
moral_disputes,52,Very Friendly,1,0,B,D,D
moral_disputes,52,Friendly,1,0,B,D,D
moral_disputes,52,Neutral,1,0,B,D,D
moral_disputes,52,Rude,1,0,B,D,D
moral_disputes,52,Very Rude,1,0,B,D,D
moral_disputes,53,Very Friendly,1,0,A,B,B
moral_disputes,53,Friendly,1,0,A,B,B
moral_disputes,53,Neutral,1,0,A,B,B
moral_disputes,53,Rude,1,0,A,B,B
moral_disputes,53,Very Rude,1,0,A,B,B
moral_disputes,54,Very Friendly,1,100,D,D,D
moral_disputes,54,Friendly,1,100,D,D,D
moral_disputes,54,Neutral,1,100,D,D,D
moral_disputes,54,Rude,1,100,D,D,D
moral_disputes,54,Very Rude,1,100,D,D,D
moral_disputes,55,Very Friendly,1,0,D,A,A
moral_disputes,55,Friendly,1,0,D,A,A
moral_disputes,55,Neutral,1,0,D,A,A
moral_disputes,55,Rude,1,0,D,A,A
moral_disputes,55,Very Rude,1,0,D,A,A
moral_disputes,56,Very Friendly,1,100,C,C,C
moral_disputes,56,Friendly,1,100,C,C,C
moral_disputes,56,Neutral,1,100,C,C,C
moral_disputes,56,Rude,1,100,C,C,C
moral_disputes,56,Very Rude,1,100,C,C,C
moral_disputes,57,Very Friendly,1,100,D,D,D
moral_disputes,57,Friendly,1,100,D,D,D
moral_disputes,57,Neutral,1,100,D,D,D
moral_disputes,57,Rude,1,100,D,D,D
moral_disputes,57,Very Rude,1,100,D,D,D
moral_disputes,58,Very Friendly,1,100,C,C,C
moral_disputes,58,Friendly,1,100,C,C,C
moral_disputes,58,Neutral,1,100,C,C,C
moral_disputes,58,Rude,1,100,C,C,C
moral_disputes,58,Very Rude,1,100,C,C,C
moral_disputes,59,Very Friendly,1,0,C,A,A
moral_disputes,59,Friendly,1,0,C,A,A
moral_disputes,59,Neutral,1,0,C,A,A
moral_disputes,59,Rude,1,0,C,A,A
moral_disputes,59,Very Rude,1,0,C,A,A
moral_disputes,60,Very Friendly,1,100,A,A,A
moral_disputes,60,Friendly,1,100,A,A,A
moral_disputes,60,Neutral,1,100,A,A,A
moral_disputes,60,Rude,1,100,A,A,A
moral_disputes,60,Very Rude,1,100,A,A,A
moral_disputes,61,Very Friendly,1,100,D,D,D
moral_disputes,61,Friendly,1,100,D,D,D
moral_disputes,61,Neutral,1,100,D,D,D
moral_disputes,61,Rude,1,100,D,D,D
moral_disputes,61,Very Rude,1,100,D,D,D
moral_disputes,62,Very Friendly,1,100,A,A,A
moral_disputes,62,Friendly,1,100,A,A,A
moral_disputes,62,Neutral,1,100,A,A,A
moral_disputes,62,Rude,1,100,A,A,A
moral_disputes,62,Very Rude,1,100,A,A,A
moral_disputes,63,Very Friendly,1,100,B,B,B
moral_disputes,63,Friendly,1,100,B,B,B
moral_disputes,63,Neutral,1,100,B,B,B
moral_disputes,63,Rude,1,100,B,B,B
moral_disputes,63,Very Rude,1,100,B,B,B
moral_disputes,64,Very Friendly,1,100,D,D,D
moral_disputes,64,Friendly,1,100,D,D,D
moral_disputes,64,Neutral,1,100,D,D,D
moral_disputes,64,Rude,1,0,D,C,C
moral_disputes,64,Very Rude,1,100,D,D,D
moral_disputes,65,Very Friendly,1,100,B,B,B
moral_disputes,65,Friendly,1,100,B,B,B
moral_disputes,65,Neutral,1,100,B,B,B
moral_disputes,65,Rude,1,100,B,B,B
moral_disputes,65,Very Rude,1,100,B,B,B
moral_disputes,66,Very Friendly,1,0,B,A,A
moral_disputes,66,Friendly,1,0,B,A,A
moral_disputes,66,Neutral,1,0,B,A,A
moral_disputes,66,Rude,1,0,B,A,A
moral_disputes,66,Very Rude,1,0,B,A,A
moral_disputes,67,Very Friendly,1,100,B,B,B
moral_disputes,67,Friendly,1,100,B,B,B
moral_disputes,67,Neutral,1,100,B,B,B
moral_disputes,67,Rude,1,100,B,B,B
moral_disputes,67,Very Rude,1,100,B,B,B
moral_disputes,68,Very Friendly,1,0,D,C,C
moral_disputes,68,Friendly,1,0,D,C,C
moral_disputes,68,Neutral,1,0,D,C,C
moral_disputes,68,Rude,1,0,D,C,C
moral_disputes,68,Very Rude,1,0,D,C,C
moral_disputes,69,Very Friendly,1,0,D,B,B
moral_disputes,69,Friendly,1,0,D,B,B
moral_disputes,69,Neutral,1,0,D,B,B
moral_disputes,69,Rude,1,0,D,B,B
moral_disputes,69,Very Rude,1,0,D,B,B
moral_disputes,70,Very Friendly,1,100,A,A,A
moral_disputes,70,Friendly,1,100,A,A,A
moral_disputes,70,Neutral,1,100,A,A,A
moral_disputes,70,Rude,1,100,A,A,A
moral_disputes,70,Very Rude,1,100,A,A,A
moral_disputes,71,Very Friendly,1,100,C,C,C
moral_disputes,71,Friendly,1,100,C,C,C
moral_disputes,71,Neutral,1,100,C,C,C
moral_disputes,71,Rude,1,100,C,C,C
moral_disputes,71,Very Rude,1,100,C,C,C
moral_disputes,72,Very Friendly,1,100,B,B,B
moral_disputes,72,Friendly,1,100,B,B,B
moral_disputes,72,Neutral,1,100,B,B,B
moral_disputes,72,Rude,1,100,B,B,B
moral_disputes,72,Very Rude,1,100,B,B,B
moral_disputes,73,Very Friendly,1,100,A,A,A
moral_disputes,73,Friendly,1,100,A,A,A
moral_disputes,73,Neutral,1,100,A,A,A
moral_disputes,73,Rude,1,100,A,A,A
moral_disputes,73,Very Rude,1,100,A,A,A
moral_disputes,74,Very Friendly,1,100,B,B,B
moral_disputes,74,Friendly,1,100,B,B,B
moral_disputes,74,Neutral,1,100,B,B,B
moral_disputes,74,Rude,1,100,B,B,B
moral_disputes,74,Very Rude,1,100,B,B,B
moral_disputes,75,Very Friendly,1,100,B,B,B
moral_disputes,75,Friendly,1,100,B,B,B
moral_disputes,75,Neutral,1,100,B,B,B
moral_disputes,75,Rude,1,100,B,B,B
moral_disputes,75,Very Rude,1,100,B,B,B
moral_disputes,76,Very Friendly,1,100,D,D,D
moral_disputes,76,Friendly,1,100,D,D,D
moral_disputes,76,Neutral,1,100,D,D,D
moral_disputes,76,Rude,1,100,D,D,D
moral_disputes,76,Very Rude,1,100,D,D,D
moral_disputes,77,Very Friendly,1,100,B,B,B
moral_disputes,77,Friendly,1,0,B,C,C
moral_disputes,77,Neutral,1,100,B,B,B
moral_disputes,77,Rude,1,0,B,C,C
moral_disputes,77,Very Rude,1,100,B,B,B
moral_disputes,78,Very Friendly,1,0,C,A,A
moral_disputes,78,Friendly,1,0,C,A,A
moral_disputes,78,Neutral,1,0,C,A,A
moral_disputes,78,Rude,1,0,C,A,A
moral_disputes,78,Very Rude,1,0,C,A,A
moral_disputes,79,Very Friendly,1,0,C,A,A
moral_disputes,79,Friendly,1,0,C,A,A
moral_disputes,79,Neutral,1,0,C,A,A
moral_disputes,79,Rude,1,0,C,A,A
moral_disputes,79,Very Rude,1,0,C,A,A
moral_disputes,80,Very Friendly,1,0,D,A,A
moral_disputes,80,Friendly,1,100,D,D,D
moral_disputes,80,Neutral,1,0,D,A,A
moral_disputes,80,Rude,1,100,D,D,D
moral_disputes,80,Very Rude,1,100,D,D,D
moral_disputes,81,Very Friendly,1,100,C,C,C
moral_disputes,81,Friendly,1,100,C,C,C
moral_disputes,81,Neutral,1,100,C,C,C
moral_disputes,81,Rude,1,100,C,C,C
moral_disputes,81,Very Rude,1,100,C,C,C
moral_disputes,82,Very Friendly,1,100,D,D,D
moral_disputes,82,Friendly,1,100,D,D,D
moral_disputes,82,Neutral,1,100,D,D,D
moral_disputes,82,Rude,1,100,D,D,D
moral_disputes,82,Very Rude,1,100,D,D,D
moral_disputes,83,Very Friendly,1,100,A,A,A
moral_disputes,83,Friendly,1,100,A,A,A
moral_disputes,83,Neutral,1,100,A,A,A
moral_disputes,83,Rude,1,100,A,A,A
moral_disputes,83,Very Rude,1,100,A,A,A
moral_disputes,84,Very Friendly,1,100,A,A,A
moral_disputes,84,Friendly,1,100,A,A,A
moral_disputes,84,Neutral,1,100,A,A,A
moral_disputes,84,Rude,1,100,A,A,A
moral_disputes,84,Very Rude,1,100,A,A,A
moral_disputes,85,Very Friendly,1,100,A,A,A
moral_disputes,85,Friendly,1,100,A,A,A
moral_disputes,85,Neutral,1,0,A,D,D
moral_disputes,85,Rude,1,100,A,A,A
moral_disputes,85,Very Rude,1,0,A,D,D
moral_disputes,86,Very Friendly,1,100,D,D,D
moral_disputes,86,Friendly,1,100,D,D,D
moral_disputes,86,Neutral,1,100,D,D,D
moral_disputes,86,Rude,1,100,D,D,D
moral_disputes,86,Very Rude,1,100,D,D,D
moral_disputes,87,Very Friendly,1,0,B,C,C
moral_disputes,87,Friendly,1,100,B,B,B
moral_disputes,87,Neutral,1,0,B,C,C
moral_disputes,87,Rude,1,0,B,C,C
moral_disputes,87,Very Rude,1,0,B,C,C
moral_disputes,88,Very Friendly,1,100,D,D,D
moral_disputes,88,Friendly,1,100,D,D,D
moral_disputes,88,Neutral,1,100,D,D,D
moral_disputes,88,Rude,1,100,D,D,D
moral_disputes,88,Very Rude,1,100,D,D,D
moral_disputes,89,Very Friendly,1,100,B,B,B
moral_disputes,89,Friendly,1,100,B,B,B
moral_disputes,89,Neutral,1,100,B,B,B
moral_disputes,89,Rude,1,100,B,B,B
moral_disputes,89,Very Rude,1,100,B,B,B
moral_disputes,90,Very Friendly,1,0,A,D,D
moral_disputes,90,Friendly,1,0,A,D,D
moral_disputes,90,Neutral,1,0,A,D,D
moral_disputes,90,Rude,1,0,A,D,D
moral_disputes,90,Very Rude,1,0,A,D,D
moral_disputes,91,Very Friendly,1,100,B,B,B
moral_disputes,91,Friendly,1,100,B,B,B
moral_disputes,91,Neutral,1,100,B,B,B
moral_disputes,91,Rude,1,100,B,B,B
moral_disputes,91,Very Rude,1,100,B,B,B
moral_disputes,92,Very Friendly,1,100,C,C,C
moral_disputes,92,Friendly,1,100,C,C,C
moral_disputes,92,Neutral,1,100,C,C,C
moral_disputes,92,Rude,1,100,C,C,C
moral_disputes,92,Very Rude,1,100,C,C,C
moral_disputes,93,Very Friendly,1,100,B,B,B
moral_disputes,93,Friendly,1,100,B,B,B
moral_disputes,93,Neutral,1,100,B,B,B
moral_disputes,93,Rude,1,100,B,B,B
moral_disputes,93,Very Rude,1,100,B,B,B
moral_disputes,94,Very Friendly,1,0,B,C,C
moral_disputes,94,Friendly,1,0,B,C,C
moral_disputes,94,Neutral,1,0,B,C,C
moral_disputes,94,Rude,1,0,B,C,C
moral_disputes,94,Very Rude,1,0,B,C,C
moral_disputes,95,Very Friendly,1,100,A,A,A
moral_disputes,95,Friendly,1,100,A,A,A
moral_disputes,95,Neutral,1,100,A,A,A
moral_disputes,95,Rude,1,100,A,A,A
moral_disputes,95,Very Rude,1,100,A,A,A
moral_disputes,96,Very Friendly,1,0,A,B,B
moral_disputes,96,Friendly,1,0,A,B,B
moral_disputes,96,Neutral,1,0,A,B,B
moral_disputes,96,Rude,1,0,A,B,B
moral_disputes,96,Very Rude,1,0,A,B,B
moral_disputes,97,Very Friendly,1,0,B,A,A
moral_disputes,97,Friendly,1,0,B,A,A
moral_disputes,97,Neutral,1,100,B,B,B
moral_disputes,97,Rude,1,0,B,A,A
moral_disputes,97,Very Rude,1,0,B,A,A
moral_disputes,98,Very Friendly,1,100,C,C,C
moral_disputes,98,Friendly,1,100,C,C,C
moral_disputes,98,Neutral,1,100,C,C,C
moral_disputes,98,Rude,1,100,C,C,C
moral_disputes,98,Very Rude,1,100,C,C,C
moral_disputes,99,Very Friendly,1,100,B,B,B
moral_disputes,99,Friendly,1,100,B,B,B
moral_disputes,99,Neutral,1,100,B,B,B
moral_disputes,99,Rude,1,100,B,B,B
moral_disputes,99,Very Rude,1,100,B,B,B
moral_disputes,100,Very Friendly,1,100,C,C,C
moral_disputes,100,Friendly,1,100,C,C,C
moral_disputes,100,Neutral,1,100,C,C,C
moral_disputes,100,Rude,1,100,C,C,C
moral_disputes,100,Very Rude,1,100,C,C,C
moral_disputes,101,Very Friendly,1,100,D,D,D
moral_disputes,101,Friendly,1,100,D,D,D
moral_disputes,101,Neutral,1,100,D,D,D
moral_disputes,101,Rude,1,100,D,D,D
moral_disputes,101,Very Rude,1,100,D,D,D
moral_disputes,102,Very Friendly,1,100,D,D,D
moral_disputes,102,Friendly,1,100,D,D,D
moral_disputes,102,Neutral,1,100,D,D,D
moral_disputes,102,Rude,1,100,D,D,D
moral_disputes,102,Very Rude,1,100,D,D,D
moral_disputes,103,Very Friendly,1,0,B,A,A
moral_disputes,103,Friendly,1,0,B,A,A
moral_disputes,103,Neutral,1,0,B,A,A
moral_disputes,103,Rude,1,0,B,A,A
moral_disputes,103,Very Rude,1,0,B,A,A
moral_disputes,104,Very Friendly,1,100,D,D,D
moral_disputes,104,Friendly,1,100,D,D,D
moral_disputes,104,Neutral,1,100,D,D,D
moral_disputes,104,Rude,1,100,D,D,D
moral_disputes,104,Very Rude,1,100,D,D,D
moral_disputes,105,Very Friendly,1,100,D,D,D
moral_disputes,105,Friendly,1,100,D,D,D
moral_disputes,105,Neutral,1,100,D,D,D
moral_disputes,105,Rude,1,100,D,D,D
moral_disputes,105,Very Rude,1,100,D,D,D
moral_disputes,106,Very Friendly,1,100,C,C,C
moral_disputes,106,Friendly,1,100,C,C,C
moral_disputes,106,Neutral,1,100,C,C,C
moral_disputes,106,Rude,1,100,C,C,C
moral_disputes,106,Very Rude,1,100,C,C,C
moral_disputes,107,Very Friendly,1,0,C,D,D
moral_disputes,107,Friendly,1,0,C,D,D
moral_disputes,107,Neutral,1,100,C,C,C
moral_disputes,107,Rude,1,0,C,D,D
moral_disputes,107,Very Rude,1,0,C,D,D
moral_disputes,108,Very Friendly,1,100,C,C,C
moral_disputes,108,Friendly,1,0,C,D,D
moral_disputes,108,Neutral,1,100,C,C,C
moral_disputes,108,Rude,1,0,C,D,D
moral_disputes,108,Very Rude,1,0,C,D,D
moral_disputes,109,Very Friendly,1,100,A,A,A
moral_disputes,109,Friendly,1,100,A,A,A
moral_disputes,109,Neutral,1,100,A,A,A
moral_disputes,109,Rude,1,100,A,A,A
moral_disputes,109,Very Rude,1,100,A,A,A
moral_disputes,110,Very Friendly,1,100,B,B,B
moral_disputes,110,Friendly,1,100,B,B,B
moral_disputes,110,Neutral,1,100,B,B,B
moral_disputes,110,Rude,1,100,B,B,B
moral_disputes,110,Very Rude,1,100,B,B,B
moral_disputes,111,Very Friendly,1,100,B,B,B
moral_disputes,111,Friendly,1,100,B,B,B
moral_disputes,111,Neutral,1,100,B,B,B
moral_disputes,111,Rude,1,100,B,B,B
moral_disputes,111,Very Rude,1,100,B,B,B
moral_disputes,112,Very Friendly,1,0,B,A,A
moral_disputes,112,Friendly,1,0,B,A,A
moral_disputes,112,Neutral,1,0,B,A,A
moral_disputes,112,Rude,1,0,B,A,A
moral_disputes,112,Very Rude,1,0,B,A,A
moral_disputes,113,Very Friendly,1,100,C,C,C
moral_disputes,113,Friendly,1,100,C,C,C
moral_disputes,113,Neutral,1,100,C,C,C
moral_disputes,113,Rude,1,100,C,C,C
moral_disputes,113,Very Rude,1,100,C,C,C
moral_disputes,114,Very Friendly,1,0,C,A,A
moral_disputes,114,Friendly,1,0,C,A,A
moral_disputes,114,Neutral,1,0,C,A,A
moral_disputes,114,Rude,1,0,C,A,A
moral_disputes,114,Very Rude,1,0,C,A,A
