Domain,QID,Tone,Run 1,Run 2,Run 3
humanities,167,Very Rude,100,100,100
humanities,169,Very Friendly,100,100,100
humanities,169,Friendly,100,100,100
humanities,169,Neutral,0,0,0
humanities,169,Rude,100,100,100
humanities,169,Very Rude,0,0,0
humanities,176,Very Friendly,0,0,0
humanities,176,Friendly,0,0,0
humanities,176,Neutral,0,0,0
humanities,176,Rude,0,0,0
humanities,176,Very Rude,0,0,0
humanities,178,Very Friendly,0,0,0
humanities,178,Friendly,0,0,0
humanities,178,Neutral,0,0,0
humanities,178,Rude,0,0,0
humanities,178,Very Rude,0,0,0
humanities,180,Very Friendly,100,100,100
humanities,180,Friendly,100,100,100
humanities,180,Neutral,100,100,100
humanities,180,Rude,100,100,100
humanities,180,Very Rude,100,100,100
humanities,181,Very Friendly,100,100,100
humanities,181,Friendly,100,100,100
humanities,181,Neutral,100,100,100
humanities,181,Rude,100,100,100
humanities,181,Very Rude,100,100,100
humanities,185,Very Friendly,0,0,0
humanities,185,Friendly,0,0,0
humanities,185,Neutral,0,0,0
humanities,185,Rude,0,0,0
humanities,185,Very Rude,0,0,0
humanities,189,Very Friendly,100,100,100
humanities,189,Friendly,100,100,100
humanities,189,Neutral,100,100,100
humanities,189,Rude,100,100,100
humanities,189,Very Rude,100,100,100
humanities,192,Very Friendly,100,100,100
humanities,192,Friendly,100,100,100
humanities,192,Neutral,100,100,100
humanities,192,Rude,100,100,100
humanities,192,Very Rude,100,100,100
humanities,193,Very Friendly,100,100,100
humanities,193,Friendly,100,100,100
humanities,193,Neutral,100,100,100
humanities,193,Rude,100,100,100
humanities,193,Very Rude,100,100,100
humanities,197,Very Friendly,100,100,100
humanities,197,Friendly,100,100,100
humanities,197,Neutral,100,100,100
humanities,197,Rude,100,100,100
humanities,197,Very Rude,100,100,100
humanities,200,Very Friendly,100,100,100
humanities,200,Friendly,100,100,100
humanities,200,Neutral,100,100,100
humanities,200,Rude,100,100,100
humanities,200,Very Rude,100,100,100
humanities,204,Very Friendly,100,100,100
humanities,204,Friendly,100,100,100
humanities,204,Neutral,100,100,100
humanities,204,Rude,100,100,100
humanities,204,Very Rude,100,100,100
humanities,206,Very Friendly,100,100,100
humanities,206,Friendly,100,100,100
humanities,206,Neutral,100,100,100
humanities,206,Rude,100,100,100
humanities,206,Very Rude,100,100,100
humanities,212,Very Friendly,100,100,100
humanities,212,Friendly,100,100,100
humanities,212,Neutral,100,100,100
humanities,212,Rude,100,100,100
humanities,212,Very Rude,100,100,100
humanities,215,Very Friendly,100,100,100
humanities,215,Friendly,100,100,100
humanities,215,Neutral,100,100,100
humanities,215,Rude,100,100,100
humanities,215,Very Rude,100,100,100
humanities,221,Very Friendly,0,0,0
humanities,221,Friendly,0,0,0
humanities,221,Neutral,0,0,0
humanities,221,Rude,100,100,100
humanities,221,Very Rude,0,0,0
humanities,228,Very Friendly,100,100,100
humanities,228,Friendly,100,100,100
humanities,228,Neutral,100,100,100
humanities,228,Rude,100,100,100
humanities,228,Very Rude,100,100,100
humanities,231,Very Friendly,0,0,0
humanities,231,Friendly,0,0,0
humanities,231,Neutral,0,0,0
humanities,231,Rude,0,0,0
humanities,231,Very Rude,0,0,0
humanities,234,Very Friendly,0,0,0
humanities,234,Friendly,0,0,0
humanities,234,Neutral,0,0,0
humanities,234,Rude,0,0,0
humanities,234,Very Rude,0,0,0
humanities,239,Very Friendly,100,100,100
humanities,239,Friendly,100,100,100
humanities,239,Neutral,0,0,0
humanities,239,Rude,100,100,100
humanities,239,Very Rude,100,100,100
humanities,240,Very Friendly,100,100,100
humanities,240,Friendly,100,100,100
humanities,240,Neutral,100,100,100
humanities,240,Rude,100,100,100
humanities,240,Very Rude,100,100,100
humanities,241,Very Friendly,100,100,100
humanities,241,Friendly,100,100,100
humanities,241,Neutral,100,100,100
humanities,241,Rude,100,100,100
humanities,241,Very Rude,100,100,100
humanities,249,Very Friendly,100,100,100
humanities,249,Friendly,100,100,100
humanities,249,Neutral,100,100,100
humanities,249,Rude,100,100,100
humanities,249,Very Rude,100,100,100
humanities,252,Very Friendly,100,100,100
humanities,252,Friendly,100,100,100
humanities,252,Neutral,100,100,100
humanities,252,Rude,100,100,100
humanities,252,Very Rude,100,100,100
humanities,253,Very Friendly,100,100,100
humanities,253,Friendly,100,100,100
humanities,253,Neutral,100,100,100
humanities,253,Rude,100,100,100
humanities,253,Very Rude,100,100,100
humanities,255,Very Friendly,100,100,100
humanities,255,Friendly,100,100,100
humanities,255,Neutral,100,100,100
humanities,255,Rude,100,100,100
humanities,255,Very Rude,100,100,100
humanities,271,Very Friendly,100,100,100
humanities,271,Friendly,100,100,100
humanities,271,Neutral,100,100,100
humanities,271,Rude,100,100,100
humanities,271,Very Rude,100,100,100
humanities,275,Very Friendly,100,100,100
humanities,275,Friendly,100,100,100
humanities,275,Neutral,100,100,100
humanities,275,Rude,100,100,100
humanities,275,Very Rude,100,100,100
humanities,280,Very Friendly,100,100,100
humanities,280,Friendly,100,100,100
humanities,280,Neutral,100,100,100
humanities,280,Rude,100,100,100
humanities,280,Very Rude,100,100,100
humanities,288,Very Friendly,100,100,100
humanities,288,Friendly,100,100,100
humanities,288,Neutral,100,100,100
humanities,288,Rude,100,100,100
humanities,288,Very Rude,100,100,100
humanities,290,Very Friendly,100,100,100
humanities,290,Friendly,100,100,100
humanities,290,Neutral,100,100,100
humanities,290,Rude,100,100,100
humanities,290,Very Rude,100,100,100
humanities,291,Very Friendly,100,100,100
humanities,291,Friendly,100,100,100
humanities,291,Neutral,100,100,100
humanities,291,Rude,100,100,100
humanities,291,Very Rude,100,100,100
humanities,292,Very Friendly,0,0,0
humanities,292,Friendly,100,100,100
humanities,292,Neutral,100,100,100
humanities,292,Rude,100,100,100
humanities,292,Very Rude,100,100,100
humanities,297,Very Friendly,100,100,100
humanities,297,Friendly,100,100,100
humanities,297,Neutral,100,100,100
humanities,297,Rude,100,100,100
humanities,297,Very Rude,100,100,100
humanities,298,Very Friendly,0,0,0
humanities,298,Friendly,0,0,0
humanities,298,Neutral,0,0,0
humanities,298,Rude,0,0,0
humanities,298,Very Rude,0,0,0
humanities,299,Very Friendly,100,100,100
humanities,299,Friendly,100,100,100
humanities,299,Neutral,100,100,100
humanities,299,Rude,100,100,100
humanities,299,Very Rude,100,100,100
humanities,306,Very Friendly,100,100,100
humanities,306,Friendly,100,100,100
humanities,306,Neutral,100,100,100
humanities,306,Rude,100,100,100
humanities,306,Very Rude,100,100,100
humanities,309,Very Friendly,0,0,0
humanities,309,Friendly,0,0,0
humanities,309,Neutral,0,0,0
humanities,309,Rude,0,0,0
humanities,309,Very Rude,0,0,0
humanities,310,Very Friendly,100,100,100
humanities,310,Friendly,100,100,100
humanities,310,Neutral,100,100,100
humanities,310,Rude,100,100,100
humanities,310,Very Rude,100,100,100
humanities,315,Very Friendly,0,0,0
humanities,315,Friendly,100,100,100
humanities,315,Neutral,0,0,0
humanities,315,Rude,0,0,0
humanities,315,Very Rude,0,0,0
humanities,316,Very Friendly,100,100,100
humanities,316,Friendly,100,100,100
humanities,316,Neutral,100,100,100
humanities,316,Rude,100,100,100
humanities,316,Very Rude,100,100,100
humanities,319,Very Friendly,0,0,0
humanities,319,Friendly,0,0,0
humanities,319,Neutral,0,0,0
humanities,319,Rude,0,0,0
humanities,319,Very Rude,0,0,0
humanities,323,Very Friendly,0,0,0
humanities,323,Friendly,0,0,0
humanities,323,Neutral,0,0,0
humanities,323,Rude,0,0,0
humanities,323,Very Rude,0,0,0
humanities,333,Very Friendly,100,100,100
humanities,333,Friendly,100,100,100
humanities,333,Neutral,100,100,100
humanities,333,Rude,100,100,100
humanities,333,Very Rude,100,100,100
humanities,351,Very Friendly,0,0,0
humanities,351,Friendly,0,0,0
humanities,351,Neutral,0,0,0
humanities,351,Rude,0,0,0
humanities,351,Very Rude,0,0,0
humanities,352,Very Friendly,100,100,100
humanities,352,Friendly,100,100,100
humanities,352,Neutral,100,100,100
humanities,352,Rude,100,100,100
humanities,352,Very Rude,100,100,100
humanities,355,Very Friendly,100,100,100
humanities,355,Friendly,100,100,100
humanities,355,Neutral,100,100,100
humanities,355,Rude,100,100,100
humanities,355,Very Rude,100,100,100
humanities,357,Very Friendly,0,0,0
humanities,357,Friendly,0,0,0
humanities,357,Neutral,0,0,0
humanities,357,Rude,0,0,0
humanities,357,Very Rude,0,0,0
humanities,367,Very Friendly,100,100,100
humanities,367,Friendly,100,100,100
humanities,367,Neutral,100,100,100
humanities,367,Rude,100,100,100
humanities,367,Very Rude,100,100,100
humanities,368,Very Friendly,100,100,100
humanities,368,Friendly,100,100,100
humanities,368,Neutral,100,100,100
humanities,368,Rude,100,100,100
humanities,368,Very Rude,100,100,100
humanities,372,Very Friendly,100,100,100
humanities,372,Friendly,100,100,100
humanities,372,Neutral,100,100,100
humanities,372,Rude,100,100,100
humanities,372,Very Rude,100,100,100
humanities,374,Very Friendly,0,0,0
humanities,374,Friendly,0,0,0
humanities,374,Neutral,100,100,100
humanities,374,Rude,100,100,100
humanities,374,Very Rude,100,100,100
humanities,377,Very Friendly,100,100,100
humanities,377,Friendly,100,100,100
humanities,377,Neutral,100,100,100
humanities,377,Rude,100,100,100
humanities,377,Very Rude,100,100,100
humanities,388,Very Friendly,100,100,100
humanities,388,Friendly,100,100,100
humanities,388,Neutral,100,100,100
humanities,388,Rude,100,100,100
humanities,388,Very Rude,100,100,100
humanities,394,Very Friendly,100,100,100
humanities,394,Friendly,0,0,0
humanities,394,Neutral,100,100,100
humanities,394,Rude,100,100,100
humanities,394,Very Rude,100,100,100
humanities,403,Very Friendly,100,100,100
humanities,403,Friendly,100,100,100
humanities,403,Neutral,100,100,100
humanities,403,Rude,100,100,100
humanities,403,Very Rude,100,100,100
humanities,411,Very Friendly,100,100,100
humanities,411,Friendly,100,100,100
humanities,411,Neutral,100,100,100
humanities,411,Rude,100,100,100
humanities,411,Very Rude,100,100,100
humanities,415,Very Friendly,100,100,100
humanities,415,Friendly,100,100,100
humanities,415,Neutral,100,100,100
humanities,415,Rude,100,100,100
humanities,415,Very Rude,100,100,100
humanities,416,Very Friendly,0,0,0
humanities,416,Friendly,0,0,0
humanities,416,Neutral,0,0,0
humanities,416,Rude,0,0,0
humanities,416,Very Rude,0,0,0
humanities,417,Very Friendly,100,100,100
humanities,417,Friendly,100,100,100
humanities,417,Neutral,100,100,100
humanities,417,Rude,100,100,100
humanities,417,Very Rude,100,100,100
humanities,427,Very Friendly,0,0,0
humanities,427,Friendly,0,0,0
humanities,427,Neutral,0,0,0
humanities,427,Rude,0,0,0
humanities,427,Very Rude,0,0,0
humanities,430,Very Friendly,100,100,100
humanities,430,Friendly,100,100,100
humanities,430,Neutral,100,100,100
humanities,430,Rude,100,100,100
humanities,430,Very Rude,100,100,100
humanities,433,Very Friendly,100,100,100
humanities,433,Friendly,100,100,100
humanities,433,Neutral,100,100,100
humanities,433,Rude,100,100,100
humanities,433,Very Rude,100,100,100
humanities,439,Very Friendly,100,100,100
humanities,439,Friendly,100,100,100
humanities,439,Neutral,100,100,100
humanities,439,Rude,100,100,100
humanities,439,Very Rude,100,100,100
humanities,444,Very Friendly,100,100,100
humanities,444,Friendly,100,100,100
humanities,444,Neutral,100,100,100
humanities,444,Rude,100,100,100
humanities,444,Very Rude,100,100,100
humanities,451,Very Friendly,100,100,100
humanities,451,Friendly,100,100,100
humanities,451,Neutral,100,100,100
humanities,451,Rude,0,0,0
humanities,451,Very Rude,100,100,100
humanities,458,Very Friendly,100,100,100
humanities,458,Friendly,100,100,100
humanities,458,Neutral,100,100,100
humanities,458,Rude,100,100,100
humanities,458,Very Rude,100,100,100
humanities,462,Very Friendly,100,100,100
humanities,462,Friendly,0,0,0
humanities,462,Neutral,100,100,100
humanities,462,Rude,100,100,100
humanities,462,Very Rude,100,100,100
humanities,464,Very Friendly,100,100,100
humanities,464,Friendly,100,100,100
humanities,464,Neutral,100,100,100
humanities,464,Rude,100,100,100
humanities,464,Very Rude,100,100,100
humanities,466,Very Friendly,100,100,100
humanities,466,Friendly,100,100,100
humanities,466,Neutral,100,100,100
humanities,466,Rude,100,100,100
humanities,466,Very Rude,100,100,100
humanities,469,Very Friendly,100,100,100
humanities,469,Friendly,100,100,100
humanities,469,Neutral,100,100,100
humanities,469,Rude,100,100,100
humanities,469,Very Rude,100,100,100
humanities,472,Very Friendly,0,0,0
humanities,472,Friendly,0,0,0
humanities,472,Neutral,0,0,0
humanities,472,Rude,0,0,0
humanities,472,Very Rude,0,0,0
humanities,473,Very Friendly,100,100,100
humanities,473,Friendly,100,100,100
humanities,473,Neutral,100,100,100
humanities,473,Rude,100,100,100
humanities,473,Very Rude,100,100,100
humanities,479,Very Friendly,0,0,0
humanities,479,Friendly,0,0,0
humanities,479,Neutral,0,0,0
humanities,479,Rude,0,0,0
humanities,479,Very Rude,0,0,0
humanities,487,Very Friendly,100,100,100
humanities,487,Friendly,100,100,100
humanities,487,Neutral,100,100,100
humanities,487,Rude,100,100,100
humanities,487,Very Rude,100,100,100
humanities,495,Very Friendly,100,100,100
humanities,495,Friendly,100,100,100
humanities,495,Neutral,100,100,100
humanities,495,Rude,100,100,100
humanities,495,Very Rude,100,100,100
humanities,496,Very Friendly,100,100,100
humanities,496,Friendly,100,100,100
humanities,496,Neutral,100,100,100
humanities,496,Rude,100,100,100
humanities,496,Very Rude,100,100,100
humanities,498,Very Friendly,0,0,0
humanities,498,Friendly,0,0,0
humanities,498,Neutral,0,0,0
humanities,498,Rude,0,0,0
humanities,498,Very Rude,0,0,0
humanities,502,Very Friendly,100,100,100
humanities,502,Friendly,100,100,100
humanities,502,Neutral,100,100,100
humanities,502,Rude,100,100,100
humanities,502,Very Rude,100,100,100
humanities,506,Very Friendly,100,100,100
humanities,506,Friendly,100,100,100
humanities,506,Neutral,100,100,100
humanities,506,Rude,100,100,100
humanities,506,Very Rude,100,100,100
humanities,512,Very Friendly,100,100,100
humanities,512,Friendly,100,100,100
humanities,512,Neutral,100,100,100
humanities,512,Rude,100,100,100
humanities,512,Very Rude,100,100,100
humanities,528,Very Friendly,100,100,100
humanities,528,Friendly,100,100,100
humanities,528,Neutral,100,100,100
humanities,528,Rude,100,100,100
humanities,528,Very Rude,100,100,100
humanities,531,Very Friendly,0,0,0
humanities,531,Friendly,0,0,0
humanities,531,Neutral,0,0,0
humanities,531,Rude,0,0,0
humanities,531,Very Rude,0,0,0
humanities,534,Very Friendly,0,0,0
humanities,534,Friendly,0,0,0
humanities,534,Neutral,0,0,0
humanities,534,Rude,0,0,0
humanities,534,Very Rude,0,0,0
humanities,535,Very Friendly,100,100,100
humanities,535,Friendly,100,100,100
humanities,535,Neutral,100,100,100
humanities,535,Rude,100,100,100
humanities,535,Very Rude,100,100,100
humanities,536,Very Friendly,100,100,100
humanities,536,Friendly,100,100,100
humanities,536,Neutral,100,100,100
humanities,536,Rude,100,100,100
humanities,536,Very Rude,100,100,100
humanities,539,Very Friendly,0,0,0
humanities,539,Friendly,100,100,100
humanities,539,Neutral,100,100,100
humanities,539,Rude,0,0,0
humanities,539,Very Rude,0,0,0
humanities,545,Very Friendly,100,100,100
humanities,545,Friendly,100,100,100
humanities,545,Neutral,100,100,100
humanities,545,Rude,100,100,100
humanities,545,Very Rude,100,100,100
humanities,552,Very Friendly,100,100,100
humanities,552,Friendly,100,100,100
humanities,552,Neutral,100,100,100
humanities,552,Rude,100,100,100
humanities,552,Very Rude,100,100,100
humanities,556,Very Friendly,0,0,0
humanities,556,Friendly,0,0,0
humanities,556,Neutral,0,0,0
humanities,556,Rude,0,0,0
humanities,556,Very Rude,0,0,0
humanities,562,Very Friendly,100,100,100
humanities,562,Friendly,100,100,100
humanities,562,Neutral,100,100,100
humanities,562,Rude,100,100,100
humanities,562,Very Rude,100,100,100
humanities,566,Very Friendly,100,100,100
humanities,566,Friendly,100,100,100
humanities,566,Neutral,100,100,100
humanities,566,Rude,100,100,100
humanities,566,Very Rude,100,100,100
humanities,568,Very Friendly,100,100,100
humanities,568,Friendly,100,100,100
humanities,568,Neutral,100,100,100
humanities,568,Rude,100,100,100
humanities,568,Very Rude,100,100,100
humanities,569,Very Friendly,100,100,100
humanities,569,Friendly,100,100,100
humanities,569,Neutral,100,100,100
humanities,569,Rude,100,100,100
humanities,569,Very Rude,100,100,100
humanities,578,Very Friendly,0,0,0
humanities,578,Friendly,0,0,0
humanities,578,Neutral,0,0,0
humanities,578,Rude,0,0,0
humanities,578,Very Rude,0,0,0
humanities,583,Very Friendly,100,100,100
humanities,583,Friendly,100,100,100
humanities,583,Neutral,100,100,100
humanities,583,Rude,100,100,100
humanities,583,Very Rude,100,100,100
humanities,585,Very Friendly,100,100,100
humanities,585,Friendly,100,100,100
humanities,585,Neutral,100,100,100
humanities,585,Rude,100,100,100
humanities,585,Very Rude,100,100,100
humanities,587,Very Friendly,0,0,0
humanities,587,Friendly,0,0,0
humanities,587,Neutral,0,0,0
humanities,587,Rude,0,0,0
humanities,587,Very Rude,0,0,0
humanities,595,Very Friendly,100,100,100
humanities,595,Friendly,100,100,100
humanities,595,Neutral,100,100,100
humanities,595,Rude,100,100,100
humanities,595,Very Rude,100,100,100
humanities,597,Very Friendly,0,0,0
humanities,597,Friendly,0,0,0
humanities,597,Neutral,0,0,0
humanities,597,Rude,0,0,0
humanities,597,Very Rude,0,100,0
humanities,599,Very Friendly,100,100,100
humanities,599,Friendly,100,100,100
humanities,599,Neutral,100,100,100
humanities,599,Rude,100,100,100
humanities,599,Very Rude,100,100,100
humanities,600,Very Friendly,0,0,0
humanities,600,Friendly,0,0,0
humanities,600,Neutral,0,0,0
humanities,600,Rude,0,0,0
humanities,600,Very Rude,0,0,0
humanities,603,Very Friendly,100,100,100
humanities,603,Friendly,100,100,100
humanities,603,Neutral,100,100,100
humanities,603,Rude,100,100,100
humanities,603,Very Rude,100,100,100
humanities,606,Very Friendly,100,100,100
humanities,606,Friendly,100,100,100
humanities,606,Neutral,100,100,100
humanities,606,Rude,100,100,100
humanities,606,Very Rude,0,0,0
humanities,619,Very Friendly,100,100,100
humanities,619,Friendly,100,100,100
humanities,619,Neutral,100,100,100
humanities,619,Rude,100,100,100
humanities,619,Very Rude,100,100,100
humanities,622,Very Friendly,100,100,100
humanities,622,Friendly,100,100,100
humanities,622,Neutral,100,100,100
humanities,622,Rude,100,100,100
humanities,622,Very Rude,100,100,100
humanities,626,Very Friendly,100,100,100
humanities,626,Friendly,100,100,100
humanities,626,Neutral,0,0,0
humanities,626,Rude,100,100,100
humanities,626,Very Rude,100,100,100
humanities,627,Very Friendly,100,100,100
humanities,627,Friendly,100,100,100
humanities,627,Neutral,100,100,100
humanities,627,Rude,100,100,100
humanities,627,Very Rude,100,100,100
humanities,634,Very Friendly,100,100,100
humanities,634,Friendly,100,100,100
humanities,634,Neutral,100,100,100
humanities,634,Rude,100,100,100
humanities,634,Very Rude,100,100,100
humanities,643,Very Friendly,100,100,100
humanities,643,Friendly,100,100,100
humanities,643,Neutral,100,100,100
humanities,643,Rude,100,100,100
humanities,643,Very Rude,100,100,100
humanities,651,Very Friendly,100,100,100
humanities,651,Friendly,100,100,100
humanities,651,Neutral,100,100,100
humanities,651,Rude,100,100,100
humanities,651,Very Rude,100,100,100
humanities,656,Very Friendly,100,100,100
humanities,656,Friendly,100,100,100
humanities,656,Neutral,100,100,100
humanities,656,Rude,100,100,100
humanities,656,Very Rude,100,100,100
humanities,658,Very Friendly,100,100,100
humanities,658,Friendly,100,100,100
humanities,658,Neutral,100,100,100
humanities,658,Rude,100,100,100
humanities,658,Very Rude,100,100,100
humanities,669,Very Friendly,100,100,100
humanities,669,Friendly,100,100,100
humanities,669,Neutral,100,100,100
humanities,669,Rude,100,100,100
humanities,669,Very Rude,100,100,100
humanities,671,Very Friendly,100,100,100
humanities,671,Friendly,100,100,100
humanities,671,Neutral,100,100,100
humanities,671,Rude,100,100,100
humanities,671,Very Rude,100,100,100
humanities,677,Very Friendly,100,100,100
humanities,677,Friendly,100,100,100
humanities,677,Neutral,100,100,100
humanities,677,Rude,100,100,100
humanities,677,Very Rude,100,100,100
humanities,678,Very Friendly,100,100,100
humanities,678,Friendly,100,100,100
humanities,678,Neutral,100,100,100
humanities,678,Rude,100,100,100
humanities,678,Very Rude,100,100,100
humanities,681,Very Friendly,100,100,100
humanities,681,Friendly,100,100,100
humanities,681,Neutral,100,100,100
humanities,681,Rude,100,100,100
humanities,681,Very Rude,100,100,100
humanities,684,Very Friendly,100,100,100
humanities,684,Friendly,100,100,100
humanities,684,Neutral,100,100,100
humanities,684,Rude,100,100,100
humanities,684,Very Rude,100,100,100
humanities,692,Very Friendly,100,100,100
