Domain,QID,Tone,Run,Score (%),Correct,Predicted,Raw Response
stem,94,Very Friendly,1,0,A,B,B
stem,94,Friendly,1,100,A,A,A
stem,94,Neutral,1,0,A,B,B
stem,94,Rude,1,0,A,B,B
stem,94,Very Rude,1,0,A,B,B
stem,103,Very Friendly,1,100,A,A,A
stem,103,Friendly,1,100,A,A,A
stem,103,Neutral,1,100,A,A,A
stem,103,Rude,1,100,A,A,A
stem,103,Very Rude,1,100,A,A,A
stem,109,Very Friendly,1,0,C,A,A
stem,109,Friendly,1,0,C,A,A
stem,109,Neutral,1,0,C,A,A
stem,109,Rude,1,0,C,A,A
stem,109,Very Rude,1,0,C,A,A
stem,112,Very Friendly,1,100,D,D,D
stem,112,Friendly,1,100,D,D,D
stem,112,Neutral,1,100,D,D,D
stem,112,Rude,1,100,D,D,D
stem,112,Very Rude,1,100,D,D,D
stem,121,Very Friendly,1,100,C,C,C
stem,121,Friendly,1,100,C,C,C
stem,121,Neutral,1,100,C,C,C
stem,121,Rude,1,100,C,C,C
stem,121,Very Rude,1,100,C,C,C
stem,125,Very Friendly,1,0,B,D,D
stem,125,Friendly,1,0,B,D,D
stem,125,Neutral,1,0,B,D,D
stem,125,Rude,1,0,B,D,D
stem,125,Very Rude,1,0,B,D,D
stem,135,Very Friendly,1,100,C,C,C
stem,135,Friendly,1,100,C,C,C
stem,135,Neutral,1,100,C,C,C
stem,135,Rude,1,100,C,C,C
stem,135,Very Rude,1,100,C,C,C
stem,140,Very Friendly,1,100,C,C,C
stem,140,Friendly,1,100,C,C,C
stem,140,Neutral,1,100,C,C,C
stem,140,Rude,1,100,C,C,C
stem,140,Very Rude,1,100,C,C,C
stem,142,Very Friendly,1,0,C,B,B
stem,142,Friendly,1,0,C,B,B
stem,142,Neutral,1,0,C,B,B
stem,142,Rude,1,0,C,B,B
stem,142,Very Rude,1,0,C,B,B
stem,145,Very Friendly,1,100,A,A,A
stem,145,Friendly,1,100,A,A,A
stem,145,Neutral,1,100,A,A,A
stem,145,Rude,1,100,A,A,A
stem,145,Very Rude,1,100,A,A,A
stem,150,Very Friendly,1,100,C,C,C
stem,150,Friendly,1,100,C,C,C
stem,150,Neutral,1,100,C,C,C
stem,150,Rude,1,100,C,C,C
stem,150,Very Rude,1,100,C,C,C
stem,153,Very Friendly,1,100,B,B,B
stem,153,Friendly,1,100,B,B,B
stem,153,Neutral,1,100,B,B,B
stem,153,Rude,1,100,B,B,B
stem,153,Very Rude,1,100,B,B,B
stem,163,Very Friendly,1,100,B,B,B
stem,163,Friendly,1,100,B,B,B
stem,163,Neutral,1,100,B,B,B
stem,163,Rude,1,100,B,B,B
stem,163,Very Rude,1,100,B,B,B
stem,171,Very Friendly,1,100,B,B,B
stem,171,Friendly,1,100,B,B,B
stem,171,Neutral,1,100,B,B,B
stem,171,Rude,1,100,B,B,B
stem,171,Very Rude,1,100,B,B,B
stem,174,Very Friendly,1,100,A,A,A
stem,174,Friendly,1,100,A,A,A
stem,174,Neutral,1,100,A,A,A
stem,174,Rude,1,100,A,A,A
stem,174,Very Rude,1,100,A,A,A
stem,175,Very Friendly,1,100,D,D,D
stem,175,Friendly,1,100,D,D,D
stem,175,Neutral,1,100,D,D,D
stem,175,Rude,1,100,D,D,D
stem,175,Very Rude,1,100,D,D,D
stem,176,Very Friendly,1,100,C,C,C
stem,176,Friendly,1,100,C,C,C
stem,176,Neutral,1,100,C,C,C
stem,176,Rude,1,100,C,C,C
stem,176,Very Rude,1,100,C,C,C
stem,178,Very Friendly,1,100,A,A,A
stem,178,Friendly,1,100,A,A,A
stem,178,Neutral,1,100,A,A,A
stem,178,Rude,1,100,A,A,A
stem,178,Very Rude,1,100,A,A,A
stem,179,Very Friendly,1,100,C,C,C
stem,179,Friendly,1,100,C,C,C
stem,179,Neutral,1,100,C,C,C
stem,179,Rude,1,100,C,C,C
stem,179,Very Rude,1,100,C,C,C
stem,184,Very Friendly,1,100,B,B,B
stem,184,Friendly,1,100,B,B,B
stem,184,Neutral,1,100,B,B,B
stem,184,Rude,1,100,B,B,B
stem,184,Very Rude,1,100,B,B,B
stem,185,Very Friendly,1,100,B,B,B
stem,185,Friendly,1,100,B,B,B
stem,185,Neutral,1,100,B,B,B
stem,185,Rude,1,100,B,B,B
stem,185,Very Rude,1,100,B,B,B
stem,189,Very Friendly,1,100,C,C,C
stem,189,Friendly,1,100,C,C,C
stem,189,Neutral,1,100,C,C,C
stem,189,Rude,1,100,C,C,C
stem,189,Very Rude,1,100,C,C,C
stem,193,Very Friendly,1,100,B,B,B
stem,193,Friendly,1,100,B,B,B
stem,193,Neutral,1,100,B,B,B
stem,193,Rude,1,100,B,B,B
stem,193,Very Rude,1,100,B,B,B
stem,195,Very Friendly,1,100,A,A,A
stem,195,Friendly,1,100,A,A,A
stem,195,Neutral,1,100,A,A,A
stem,195,Rude,1,100,A,A,A
stem,195,Very Rude,1,100,A,A,A
stem,197,Very Friendly,1,100,A,A,A
stem,197,Friendly,1,100,A,A,A
stem,197,Neutral,1,100,A,A,A
stem,197,Rude,1,100,A,A,A
stem,197,Very Rude,1,100,A,A,A
stem,204,Very Friendly,1,0,B,D,D
stem,204,Friendly,1,0,B,D,D
stem,204,Neutral,1,0,B,D,D
stem,204,Rude,1,0,B,D,D
stem,204,Very Rude,1,0,B,D,D
stem,212,Very Friendly,1,0,C,D,D
stem,212,Friendly,1,0,C,D,D
stem,212,Neutral,1,100,C,C,C
stem,212,Rude,1,100,C,C,C
stem,212,Very Rude,1,0,C,D,D
stem,219,Very Friendly,1,100,B,B,B
stem,219,Friendly,1,100,B,B,B
stem,219,Neutral,1,100,B,B,B
stem,219,Rude,1,100,B,B,B
stem,219,Very Rude,1,100,B,B,B
stem,234,Very Friendly,1,100,C,C,C
stem,234,Friendly,1,100,C,C,C
stem,234,Neutral,1,100,C,C,C
stem,234,Rude,1,100,C,C,C
stem,234,Very Rude,1,100,C,C,C
stem,240,Very Friendly,1,0,D,A,A
stem,240,Friendly,1,0,D,A,A
stem,240,Neutral,1,0,D,A,A
stem,240,Rude,1,0,D,A,A
stem,240,Very Rude,1,0,D,A,A
stem,247,Very Friendly,1,100,C,C,C
stem,247,Friendly,1,100,C,C,C
stem,247,Neutral,1,100,C,C,C
stem,247,Rude,1,100,C,C,C
stem,247,Very Rude,1,100,C,C,C
stem,252,Very Friendly,1,100,C,C,C
stem,252,Friendly,1,100,C,C,C
stem,252,Neutral,1,100,C,C,C
stem,252,Rude,1,100,C,C,C
stem,252,Very Rude,1,100,C,C,C
stem,255,Very Friendly,1,100,C,C,C
stem,255,Friendly,1,100,C,C,C
stem,255,Neutral,1,100,C,C,C
stem,255,Rude,1,100,C,C,C
stem,255,Very Rude,1,100,C,C,C
stem,257,Very Friendly,1,100,D,D,D
stem,257,Friendly,1,100,D,D,D
stem,257,Neutral,1,100,D,D,D
stem,257,Rude,1,100,D,D,D
stem,257,Very Rude,1,100,D,D,D
stem,258,Very Friendly,1,100,D,D,D
stem,258,Friendly,1,100,D,D,D
stem,258,Neutral,1,100,D,D,D
stem,258,Rude,1,100,D,D,D
stem,258,Very Rude,1,100,D,D,D
stem,267,Very Friendly,1,100,C,C,C
stem,267,Friendly,1,100,C,C,C
stem,267,Neutral,1,100,C,C,C
stem,267,Rude,1,100,C,C,C
stem,267,Very Rude,1,100,C,C,C
stem,271,Very Friendly,1,100,D,D,D
stem,271,Friendly,1,100,D,D,D
stem,271,Neutral,1,100,D,D,D
stem,271,Rude,1,100,D,D,D
stem,271,Very Rude,1,100,D,D,D
stem,290,Very Friendly,1,100,D,D,D
stem,290,Friendly,1,100,D,D,D
stem,290,Neutral,1,100,D,D,D
stem,290,Rude,1,100,D,D,D
stem,290,Very Rude,1,0,D,A,A
stem,292,Very Friendly,1,100,D,D,D
stem,292,Friendly,1,100,D,D,D
stem,292,Neutral,1,100,D,D,D
stem,292,Rude,1,100,D,D,D
stem,292,Very Rude,1,100,D,D,D
stem,297,Very Friendly,1,100,D,D,D
stem,297,Friendly,1,100,D,D,D
stem,297,Neutral,1,100,D,D,D
stem,297,Rude,1,100,D,D,D
stem,297,Very Rude,1,100,D,D,D
stem,299,Very Friendly,1,100,A,A,A
stem,299,Friendly,1,100,A,A,A
stem,299,Neutral,1,100,A,A,A
stem,299,Rude,1,100,A,A,A
stem,299,Very Rude,1,100,A,A,A
stem,300,Very Friendly,1,100,C,C,C
stem,300,Friendly,1,100,C,C,C
stem,300,Neutral,1,100,C,C,C
stem,300,Rude,1,100,C,C,C
stem,300,Very Rude,1,100,C,C,C
stem,310,Very Friendly,1,100,C,C,C
stem,310,Friendly,1,100,C,C,C
stem,310,Neutral,1,100,C,C,C
stem,310,Rude,1,100,C,C,C
stem,310,Very Rude,1,100,C,C,C
stem,314,Very Friendly,1,100,B,B,B
stem,314,Friendly,1,100,B,B,B
stem,314,Neutral,1,100,B,B,B
stem,314,Rude,1,100,B,B,B
stem,314,Very Rude,1,100,B,B,B
stem,315,Very Friendly,1,100,C,C,C
stem,315,Friendly,1,100,C,C,C
stem,315,Neutral,1,100,C,C,C
stem,315,Rude,1,100,C,C,C
stem,315,Very Rude,1,100,C,C,C
stem,319,Very Friendly,1,100,A,A,A
stem,319,Friendly,1,100,A,A,A
stem,319,Neutral,1,100,A,A,A
stem,319,Rude,1,100,A,A,A
stem,319,Very Rude,1,100,A,A,A
stem,322,Very Friendly,1,100,C,C,C
stem,322,Friendly,1,100,C,C,C
stem,322,Neutral,1,100,C,C,C
stem,322,Rude,1,100,C,C,C
stem,322,Very Rude,1,100,C,C,C
stem,323,Very Friendly,1,100,B,B,B
stem,323,Friendly,1,100,B,B,B
stem,323,Neutral,1,100,B,B,B
stem,323,Rude,1,100,B,B,B
stem,323,Very Rude,1,100,B,B,B
stem,325,Very Friendly,1,100,D,D,D
stem,325,Friendly,1,100,D,D,D
stem,325,Neutral,1,100,D,D,D
stem,325,Rude,1,100,D,D,D
stem,325,Very Rude,1,100,D,D,D
stem,326,Very Friendly,1,0,D,B,B
stem,326,Friendly,1,0,D,B,B
stem,326,Neutral,1,0,D,B,B
stem,326,Rude,1,0,D,B,B
stem,326,Very Rude,1,0,D,B,B
stem,332,Very Friendly,1,100,D,D,D
stem,332,Friendly,1,100,D,D,D
stem,332,Neutral,1,100,D,D,D
stem,332,Rude,1,100,D,D,D
stem,332,Very Rude,1,100,D,D,D
stem,333,Very Friendly,1,100,C,C,C
stem,333,Friendly,1,100,C,C,C
stem,333,Neutral,1,100,C,C,C
stem,333,Rude,1,100,C,C,C
stem,333,Very Rude,1,100,C,C,C
stem,344,Very Friendly,1,100,D,D,D
stem,344,Friendly,1,100,D,D,D
stem,344,Neutral,1,100,D,D,D
stem,344,Rude,1,100,D,D,D
stem,344,Very Rude,1,100,D,D,D
stem,355,Very Friendly,1,0,D,A,A
stem,355,Friendly,1,0,D,A,A
stem,355,Neutral,1,100,D,D,D
stem,355,Rude,1,0,D,A,A
stem,355,Very Rude,1,0,D,C,C
stem,369,Very Friendly,1,100,B,B,B
stem,369,Friendly,1,100,B,B,B
stem,369,Neutral,1,100,B,B,B
stem,369,Rude,1,100,B,B,B
stem,369,Very Rude,1,100,B,B,B
stem,371,Very Friendly,1,0,D,B,B
stem,371,Friendly,1,0,D,B,B
stem,371,Neutral,1,0,D,B,B
stem,371,Rude,1,0,D,B,B
stem,371,Very Rude,1,0,D,B,B
stem,394,Very Friendly,1,100,B,B,B
stem,394,Friendly,1,100,B,B,B
stem,394,Neutral,1,100,B,B,B
stem,394,Rude,1,100,B,B,B
stem,394,Very Rude,1,100,B,B,B
stem,403,Very Friendly,1,100,C,C,C
stem,403,Friendly,1,100,C,C,C
stem,403,Neutral,1,100,C,C,C
stem,403,Rude,1,100,C,C,C
stem,403,Very Rude,1,100,C,C,C
stem,409,Very Friendly,1,100,C,C,C
stem,409,Friendly,1,100,C,C,C
stem,409,Neutral,1,100,C,C,C
stem,409,Rude,1,100,C,C,C
stem,409,Very Rude,1,100,C,C,C
stem,411,Very Friendly,1,100,A,A,A
stem,411,Friendly,1,100,A,A,A
stem,411,Neutral,1,100,A,A,A
stem,411,Rude,1,100,A,A,A
stem,411,Very Rude,1,100,A,A,A
stem,412,Very Friendly,1,100,D,D,D
stem,412,Friendly,1,100,D,D,D
stem,412,Neutral,1,100,D,D,D
stem,412,Rude,1,100,D,D,D
stem,412,Very Rude,1,100,D,D,D
stem,415,Very Friendly,1,100,C,C,C
stem,415,Friendly,1,100,C,C,C
stem,415,Neutral,1,100,C,C,C
stem,415,Rude,1,100,C,C,C
stem,415,Very Rude,1,100,C,C,C
stem,417,Very Friendly,1,100,C,C,C
stem,417,Friendly,1,100,C,C,C
stem,417,Neutral,1,100,C,C,C
stem,417,Rude,1,100,C,C,C
stem,417,Very Rude,1,100,C,C,C
stem,424,Very Friendly,1,100,B,B,B
stem,424,Friendly,1,100,B,B,B
stem,424,Neutral,1,100,B,B,B
stem,424,Rude,1,100,B,B,B
stem,424,Very Rude,1,100,B,B,B
stem,431,Very Friendly,1,100,A,A,A
stem,431,Friendly,1,100,A,A,A
stem,431,Neutral,1,100,A,A,A
stem,431,Rude,1,100,A,A,A
stem,431,Very Rude,1,100,A,A,A
stem,433,Very Friendly,1,100,D,D,D
stem,433,Friendly,1,100,D,D,D
stem,433,Neutral,1,100,D,D,D
stem,433,Rude,1,100,D,D,D
stem,433,Very Rude,1,100,D,D,D
stem,434,Very Friendly,1,100,B,B,B
stem,434,Friendly,1,100,B,B,B
stem,434,Neutral,1,100,B,B,B
stem,434,Rude,1,100,B,B,B
stem,434,Very Rude,1,100,B,B,B
stem,437,Very Friendly,1,100,A,A,A
stem,437,Friendly,1,100,A,A,A
stem,437,Neutral,1,100,A,A,A
stem,437,Rude,1,100,A,A,A
stem,437,Very Rude,1,100,A,A,A
stem,440,Very Friendly,1,100,C,C,C
stem,440,Friendly,1,100,C,C,C
stem,440,Neutral,1,100,C,C,C
stem,440,Rude,1,100,C,C,C
stem,440,Very Rude,1,100,C,C,C
stem,444,Very Friendly,1,100,C,C,C
stem,444,Friendly,1,100,C,C,C
stem,444,Neutral,1,100,C,C,C
stem,444,Rude,1,100,C,C,C
stem,444,Very Rude,1,100,C,C,C
stem,450,Very Friendly,1,100,A,A,A
stem,450,Friendly,1,100,A,A,A
stem,450,Neutral,1,100,A,A,A
stem,450,Rude,1,100,A,A,A
stem,450,Very Rude,1,100,A,A,A
stem,451,Very Friendly,1,100,C,C,C
stem,451,Friendly,1,100,C,C,C
stem,451,Neutral,1,100,C,C,C
stem,451,Rude,1,100,C,C,C
stem,451,Very Rude,1,100,C,C,C
stem,458,Very Friendly,1,100,A,A,A
stem,458,Friendly,1,100,A,A,A
stem,458,Neutral,1,100,A,A,A
stem,458,Rude,1,100,A,A,A
stem,458,Very Rude,1,100,A,A,A
stem,464,Very Friendly,1,100,C,C,C
stem,464,Friendly,1,100,C,C,C
stem,464,Neutral,1,100,C,C,C
stem,464,Rude,1,100,C,C,C
stem,464,Very Rude,1,100,C,C,C
stem,472,Very Friendly,1,100,D,D,D
stem,472,Friendly,1,100,D,D,D
stem,472,Neutral,1,100,D,D,D
stem,472,Rude,1,100,D,D,D
stem,472,Very Rude,1,100,D,D,D
stem,479,Very Friendly,1,100,C,C,C
stem,479,Friendly,1,100,C,C,C
stem,479,Neutral,1,100,C,C,C
stem,479,Rude,1,100,C,C,C
stem,479,Very Rude,1,100,C,C,C
stem,480,Very Friendly,1,100,B,B,B
stem,480,Friendly,1,100,B,B,B
stem,480,Neutral,1,100,B,B,B
stem,480,Rude,1,100,B,B,B
stem,480,Very Rude,1,100,B,B,B
stem,486,Very Friendly,1,100,D,D,D
stem,486,Friendly,1,100,D,D,D
stem,486,Neutral,1,100,D,D,D
stem,486,Rude,1,100,D,D,D
stem,486,Very Rude,1,100,D,D,D
stem,487,Very Friendly,1,100,B,B,B
stem,487,Friendly,1,100,B,B,B
stem,487,Neutral,1,100,B,B,B
stem,487,Rude,1,100,B,B,B
stem,487,Very Rude,1,100,B,B,B
stem,496,Very Friendly,1,100,C,C,C
stem,496,Friendly,1,100,C,C,C
stem,496,Neutral,1,100,C,C,C
stem,496,Rude,1,100,C,C,C
stem,496,Very Rude,1,100,C,C,C
stem,507,Very Friendly,1,100,A,A,A
stem,507,Friendly,1,100,A,A,A
stem,507,Neutral,1,100,A,A,A
stem,507,Rude,1,100,A,A,A
stem,507,Very Rude,1,100,A,A,A
stem,508,Very Friendly,1,100,C,C,C
stem,508,Friendly,1,100,C,C,C
stem,508,Neutral,1,100,C,C,C
stem,508,Rude,1,100,C,C,C
stem,508,Very Rude,1,100,C,C,C
stem,512,Very Friendly,1,0,B,D,D
stem,512,Friendly,1,0,B,D,D
stem,512,Neutral,1,0,B,A,A
stem,512,Rude,1,0,B,D,D
stem,512,Very Rude,1,0,B,D,D
stem,528,Very Friendly,1,100,A,A,A
stem,528,Friendly,1,100,A,A,A
stem,528,Neutral,1,100,A,A,A
stem,528,Rude,1,100,A,A,A
stem,528,Very Rude,1,100,A,A,A
stem,529,Very Friendly,1,100,C,C,C
stem,529,Friendly,1,100,C,C,C
stem,529,Neutral,1,100,C,C,C
stem,529,Rude,1,100,C,C,C
stem,529,Very Rude,1,100,C,C,C
stem,533,Very Friendly,1,100,C,C,C
stem,533,Friendly,1,100,C,C,C
stem,533,Neutral,1,100,C,C,C
stem,533,Rude,1,100,C,C,C
stem,533,Very Rude,1,100,C,C,C
stem,536,Very Friendly,1,100,B,B,B
stem,536,Friendly,1,100,B,B,B
stem,536,Neutral,1,100,B,B,B
stem,536,Rude,1,100,B,B,B
stem,536,Very Rude,1,100,B,B,B
stem,545,Very Friendly,1,0,D,A,A
stem,545,Friendly,1,0,D,A,A
stem,545,Neutral,1,0,D,A,A
stem,545,Rude,1,0,D,A,A
stem,545,Very Rude,1,0,D,A,A
stem,555,Very Friendly,1,0,B,C,C
stem,555,Friendly,1,0,B,C,C
stem,555,Neutral,1,0,B,C,C
stem,555,Rude,1,0,B,C,C
stem,555,Very Rude,1,0,B,C,C
stem,556,Very Friendly,1,100,D,D,D
stem,556,Friendly,1,100,D,D,D
stem,556,Neutral,1,100,D,D,D
stem,556,Rude,1,100,D,D,D
stem,556,Very Rude,1,100,D,D,D
stem,558,Very Friendly,1,0,D,C,C
stem,558,Friendly,1,0,D,C,C
stem,558,Neutral,1,0,D,C,C
stem,558,Rude,1,0,D,C,C
stem,558,Very Rude,1,0,D,C,C
stem,565,Very Friendly,1,0,D,B,B
stem,565,Friendly,1,0,D,B,B
stem,565,Neutral,1,0,D,B,B
stem,565,Rude,1,0,D,B,B
stem,565,Very Rude,1,0,D,B,B
stem,566,Very Friendly,1,100,A,A,A
stem,566,Friendly,1,100,A,A,A
stem,566,Neutral,1,100,A,A,A
stem,566,Rude,1,100,A,A,A
stem,566,Very Rude,1,100,A,A,A
stem,568,Very Friendly,1,100,C,C,C
stem,568,Friendly,1,100,C,C,C
stem,568,Neutral,1,100,C,C,C
stem,568,Rude,1,100,C,C,C
stem,568,Very Rude,1,100,C,C,C
stem,569,Very Friendly,1,100,B,B,B
stem,569,Friendly,1,100,B,B,B
stem,569,Neutral,1,100,B,B,B
stem,569,Rude,1,100,B,B,B
stem,569,Very Rude,1,100,B,B,B
stem,573,Very Friendly,1,0,D,A,A
stem,573,Friendly,1,0,D,A,A
stem,573,Neutral,1,0,D,A,A
stem,573,Rude,1,0,D,A,A
stem,573,Very Rude,1,0,D,A,A
stem,582,Very Friendly,1,100,C,C,C
stem,582,Friendly,1,100,C,C,C
stem,582,Neutral,1,100,C,C,C
stem,582,Rude,1,100,C,C,C
stem,582,Very Rude,1,100,C,C,C
stem,583,Very Friendly,1,0,D,C,C
stem,583,Friendly,1,0,D,C,C
stem,583,Neutral,1,0,D,C,C
stem,583,Rude,1,0,D,C,C
stem,583,Very Rude,1,0,D,C,C
stem,595,Very Friendly,1,100,D,D,D
stem,595,Friendly,1,100,D,D,D
stem,595,Neutral,1,100,D,D,D
stem,595,Rude,1,100,D,D,D
stem,595,Very Rude,1,100,D,D,D
stem,599,Very Friendly,1,0,C,B,B
stem,599,Friendly,1,0,C,B,B
stem,599,Neutral,1,0,C,B,B
stem,599,Rude,1,0,C,B,B
stem,599,Very Rude,1,0,C,B,B
stem,600,Very Friendly,1,100,D,D,D
stem,600,Friendly,1,100,D,D,D
stem,600,Neutral,1,100,D,D,D
stem,600,Rude,1,100,D,D,D
stem,600,Very Rude,1,100,D,D,D
stem,603,Very Friendly,1,100,D,D,D
stem,603,Friendly,1,100,D,D,D
stem,603,Neutral,1,100,D,D,D
stem,603,Rude,1,100,D,D,D
stem,603,Very Rude,1,100,D,D,D
stem,606,Very Friendly,1,100,B,B,B
stem,606,Friendly,1,100,B,B,B
stem,606,Neutral,1,100,B,B,B
stem,606,Rude,1,100,B,B,B
stem,606,Very Rude,1,100,B,B,B
stem,613,Very Friendly,1,100,B,B,B
stem,613,Friendly,1,100,B,B,B
stem,613,Neutral,1,100,B,B,B
stem,613,Rude,1,100,B,B,B
stem,613,Very Rude,1,100,B,B,B
stem,622,Very Friendly,1,100,A,A,A
stem,622,Friendly,1,100,A,A,A
stem,622,Neutral,1,0,A,B,B
stem,622,Rude,1,0,A,B,B
stem,622,Very Rude,1,100,A,A,A
stem,638,Very Friendly,1,100,C,C,C
stem,638,Friendly,1,100,C,C,C
stem,638,Neutral,1,100,C,C,C
stem,638,Rude,1,100,C,C,C
stem,638,Very Rude,1,100,C,C,C
stem,643,Very Friendly,1,0,A,B,B
stem,643,Friendly,1,0,A,B,B
stem,643,Neutral,1,0,A,B,B
stem,643,Rude,1,0,A,B,B
stem,643,Very Rude,1,0,A,B,B
stem,651,Very Friendly,1,0,D,B,B
stem,651,Friendly,1,0,D,B,B
stem,651,Neutral,1,0,D,B,B
stem,651,Rude,1,0,D,B,B
stem,651,Very Rude,1,0,D,B,B
stem,652,Very Friendly,1,100,D,D,D
stem,652,Friendly,1,100,D,D,D
stem,652,Neutral,1,100,D,D,D
stem,652,Rude,1,100,D,D,D
stem,652,Very Rude,1,100,D,D,D
stem,671,Very Friendly,1,100,B,B,B
stem,671,Friendly,1,100,B,B,B
stem,671,Neutral,1,100,B,B,B
stem,671,Rude,1,100,B,B,B
stem,671,Very Rude,1,100,B,B,B
stem,679,Very Friendly,1,100,A,A,A
stem,679,Friendly,1,100,A,A,A
stem,679,Neutral,1,100,A,A,A
stem,679,Rude,1,100,A,A,A
stem,679,Very Rude,1,100,A,A,A
stem,680,Very Friendly,1,0,A,C,C
stem,680,Friendly,1,0,A,C,C
stem,680,Neutral,1,0,A,C,C
stem,680,Rude,1,0,A,C,C
stem,680,Very Rude,1,0,A,C,C
stem,681,Very Friendly,1,0,D,C,C
stem,681,Friendly,1,0,D,C,C
stem,681,Neutral,1,0,D,C,C
stem,681,Rude,1,0,D,C,C
stem,681,Very Rude,1,0,D,C,C
stem,683,Very Friendly,1,0,B,D,D
stem,683,Friendly,1,0,B,D,D
stem,683,Neutral,1,0,B,D,D
stem,683,Rude,1,0,B,D,D
stem,683,Very Rude,1,0,B,D,D
stem,686,Very Friendly,1,100,A,A,A
stem,686,Friendly,1,100,A,A,A
stem,686,Neutral,1,100,A,A,A
stem,686,Rude,1,100,A,A,A
stem,686,Very Rude,1,100,A,A,A
stem,694,Very Friendly,1,100,D,D,D
stem,694,Friendly,1,100,D,D,D
stem,694,Neutral,1,100,D,D,D
stem,694,Rude,1,100,D,D,D
stem,694,Very Rude,1,100,D,D,D
stem,696,Very Friendly,1,100,A,A,A
stem,696,Friendly,1,100,A,A,A
stem,696,Neutral,1,100,A,A,A
stem,696,Rude,1,100,A,A,A
stem,696,Very Rude,1,0,A,B,B
stem,701,Very Friendly,1,100,A,A,A
stem,701,Friendly,1,100,A,A,A
stem,701,Neutral,1,100,A,A,A
stem,701,Rude,1,100,A,A,A
stem,701,Very Rude,1,100,A,A,A
stem,719,Very Friendly,1,0,B,C,C
stem,719,Friendly,1,0,B,C,C
stem,719,Neutral,1,0,B,C,C
stem,719,Rude,1,0,B,C,C
stem,719,Very Rude,1,0,B,C,C
stem,728,Very Friendly,1,100,A,A,A
stem,728,Friendly,1,100,A,A,A
stem,728,Neutral,1,100,A,A,A
stem,728,Rude,1,100,A,A,A
stem,728,Very Rude,1,100,A,A,A
stem,745,Very Friendly,1,0,B,A,A
stem,745,Friendly,1,0,B,A,A
stem,745,Neutral,1,0,B,A,A
stem,745,Rude,1,0,B,A,A
stem,745,Very Rude,1,0,B,A,A
stem,747,Very Friendly,1,0,D,A,A
stem,747,Friendly,1,0,D,A,A
